region,week,mean,sd,q10,q50,q90
R2_ne,76,52.45454545454545,41.4785815484658,7.0,49.0,95.0
R2_ne,77,48.81818181818182,37.509513944646585,8.0,37.0,110.0
R2_ne,78,51.63636363636363,34.135824956408264,13.0,55.0,93.0
R2_ne,79,47.72727272727273,33.06687438839936,6.0,36.0,82.0
R2_ne,80,32.18181818181818,24.600073909718976,7.0,23.0,60.0
R2_ne,81,30.181818181818183,20.87495236793695,12.0,27.0,58.0
R2_ne,82,31.363636363636363,25.74984554234346,3.0,26.0,72.0
R2_ne,83,32.45454545454545,23.813288879798343,10.0,27.0,49.0
R2_ne,84,34.72727272727273,28.931266509058705,13.0,28.0,50.0
R2_ne,85,29.454545454545453,29.541034634432275,11.0,28.0,33.0
R2_ne,86,25.09090909090909,29.029138965717003,8.0,13.0,41.0
R2_ne,87,24.545454545454547,21.96981400177815,9.0,14.0,51.0
R2_ne,88,18.363636363636363,15.794130094897453,7.0,12.0,45.0
R2_ne,89,18.0,16.327890249508663,7.0,13.0,30.0
R2_ne,90,14.727272727272727,10.228302978411511,2.0,13.0,24.0
R2_ne,91,14.818181818181818,11.223352278336288,3.0,12.0,28.0
R2_ne,92,17.454545454545453,12.347984745403894,4.0,14.0,35.0
R2_ne,93,21.636363636363637,17.107148957513214,3.0,24.0,39.0
R2_ne,94,18.363636363636363,16.12000451161678,0.0,21.0,38.0
R2_ne,95,14.0,9.370165420097983,7.0,11.0,27.0
R2_ne,96,14.090909090909092,9.994543966130175,6.0,10.0,25.0
R2_ne,97,16.727272727272727,13.319841658900522,5.0,13.0,31.0
R2_ne,98,17.90909090909091,14.501410589694684,6.0,12.0,40.0
R2_ne,99,17.272727272727273,11.807547663176374,5.0,13.0,33.0
R2_ne,100,24.09090909090909,16.926042333957135,6.0,16.0,45.0
R2_ne,101,24.0,18.584940139801365,0.0,27.0,44.0
R2_ne,102,23.636363636363637,17.298975271805713,3.0,31.0,43.0
R2_ne,103,21.90909090909091,17.801429973204655,0.0,24.0,41.0
R2_ne,104,18.90909090909091,14.314010936523315,4.0,18.0,30.0
R2_ne,105,18.454545454545453,15.227367706623731,1.0,16.0,28.0
R2_ne,106,14.727272727272727,7.875162335989133,6.0,12.0,26.0
R2_ne,107,15.272727272727273,11.858253742359445,4.0,15.0,27.0
R2_ne,108,20.0,16.516658257650064,7.0,15.0,44.0
R2_ne,109,15.636363636363637,11.182778968330968,3.0,15.0,25.0
R2_ne,110,17.818181818181817,8.6350238195176,10.0,19.0,28.0
R2_ne,111,23.545454545454547,13.713961035117727,12.0,25.0,36.0
R2_ne,112,30.272727272727273,18.831308552997104,8.0,33.0,51.0
R2_ne,113,26.09090909090909,19.952215643654945,11.0,14.0,59.0
R2_ne,114,22.727272727272727,13.483997249264842,9.0,17.0,39.0
R2_ne,115,26.363636363636363,12.60375124534539,11.0,26.0,35.0
R2_ne,116,28.818181818181817,18.09871919124766,10.0,26.0,43.0
R2_ne,117,33.09090909090909,24.014389625616325,13.0,23.0,50.0
R2_ne,118,40.0,22.315913604421397,16.0,36.0,64.0
R2_ne,119,42.81818181818182,33.62088095757808,7.0,36.0,75.0
R2_ne,120,50.90909090909091,35.82025836158792,6.0,45.0,88.0
R2_ne,121,57.72727272727273,31.46455437183533,22.0,61.0,95.0
R2_ne,122,51.0,24.955961211702505,27.0,51.0,82.0
R2_ne,123,47.09090909090909,26.83450966742096,23.0,34.0,78.0
R2_ne,124,48.72727272727273,23.59699518621347,27.0,43.0,79.0
R2_ne,125,48.72727272727273,32.20276667956003,15.0,43.0,98.0
R2_ne,126,45.72727272727273,27.971738984521174,16.0,42.0,94.0
R2_ne,127,47.36363636363637,31.31221080432593,20.0,39.0,96.0
R2_ne,128,43.72727272727273,31.965890912317487,11.0,37.0,78.0
R2_ne,129,39.90909090909091,28.904859610295794,2.0,39.0,71.0
R2_ne,130,40.90909090909091,31.665295026115093,3.0,44.0,87.0
R2_ne,131,37.45454545454545,27.008752790025817,9.0,33.0,74.0
R2_ne,132,36.90909090909091,34.18027075801052,8.0,23.0,83.0
R2_ne,133,30.636363636363637,32.67498348055505,4.0,13.0,61.0
R2_ne,134,26.818181818181817,22.9905118769382,5.0,14.0,55.0
R2_ne,135,25.0,20.885401600160815,7.0,18.0,45.0
R2_ne,136,24.636363636363637,16.26205846301585,9.0,20.0,48.0
R2_ne,137,22.0,9.110433579144297,13.0,21.0,34.0
R2_ne,138,23.363636363636363,9.615328671165924,15.0,26.0,31.0
R2_ne,139,24.181818181818183,13.709983091296515,14.0,19.0,36.0
R2_ne,140,22.90909090909091,15.921397837216087,9.0,17.0,39.0
R2_ne,141,21.636363636363637,16.75871550729785,10.0,16.0,35.0
R2_ne,142,22.90909090909091,12.541567250184848,9.0,18.0,41.0
R2_ne,143,23.454545454545453,16.403436447059722,3.0,23.0,46.0
R2_ne,144,26.454545454545453,16.913684615503723,7.0,26.0,38.0
R2_ne,145,20.181818181818183,16.827466724484594,8.0,20.0,29.0
R2_ne,146,19.363636363636363,16.61488927000555,5.0,17.0,38.0
R2_ne,147,17.181818181818183,14.091260992673309,3.0,11.0,38.0
R2_ne,148,15.545454545454545,12.315548192132061,2.0,14.0,32.0
R2_ne,149,18.0,12.593649193144932,7.0,20.0,28.0
R2_ne,150,17.454545454545453,11.334581036488611,3.0,17.0,30.0
R2_ne,151,19.90909090909091,13.194351408497088,6.0,22.0,36.0
R2_ne,152,20.454545454545453,14.116399231841216,7.0,24.0,35.0
R2_ne,153,26.727272727272727,15.569784257277997,14.0,23.0,51.0
R2_ne,154,32.81818181818182,27.12496334308373,7.0,27.0,57.0
R2_ne,155,31.90909090909091,28.644212488579765,8.0,25.0,54.0
R2_ne,156,13.454545454545455,12.707191950731179,5.0,9.0,25.0
R3_sw,0,0.0,0.0,0.0,0.0,0.0
R3_sw,1,2.4545454545454546,2.3817487845545915,0.0,2.0,6.0
R3_sw,2,6.454545454545454,3.3275707765165974,3.0,7.0,9.0
R3_sw,3,9.727272727272727,8.112840551753855,2.0,9.0,23.0
R3_sw,4,11.363636363636363,7.0323925839322605,0.0,12.0,19.0
R3_sw,5,12.636363636363637,8.102749252849026,2.0,13.0,20.0
R3_sw,6,21.727272727272727,11.542018099889717,11.0,24.0,37.0
R3_sw,7,23.545454545454547,10.661741287084736,8.0,26.0,37.0
R3_sw,8,26.09090909090909,11.139609916460678,14.0,26.0,40.0
R3_sw,9,32.18181818181818,12.375929717141913,26.0,36.0,43.0
R3_sw,10,37.54545454545455,14.569582261435201,21.0,42.0,48.0
R3_sw,11,39.54545454545455,20.573592959731833,24.0,37.0,70.0
R3_sw,12,42.45454545454545,23.428032936478626,26.0,32.0,77.0
R3_sw,13,37.63636363636363,18.677648284903146,16.0,39.0,59.0
R3_sw,14,37.54545454545455,15.705818261801173,16.0,42.0,53.0
R3_sw,15,36.90909090909091,18.81730344897773,17.0,36.0,64.0
R3_sw,16,30.545454545454547,15.02240750588025,11.0,29.0,50.0
R3_sw,17,27.727272727272727,21.227769120145005,6.0,24.0,53.0
R3_sw,18,27.727272727272727,19.241054592152214,9.0,31.0,43.0
R3_sw,19,33.81818181818182,25.3961342799182,6.0,23.0,66.0
R3_sw,20,36.54545454545455,24.96943586212406,10.0,30.0,62.0
R3_sw,21,37.09090909090909,25.719465567754497,16.0,36.0,55.0
R3_sw,22,38.81818181818182,27.60731128457888,12.0,39.0,64.0
R3_sw,23,35.09090909090909,25.03379533931899,7.0,34.0,69.0
R3_sw,24,29.818181818181817,18.653783432956338,6.0,32.0,50.0
R3_sw,25,31.272727272727273,18.825997498623593,5.0,35.0,53.0
R3_sw,26,27.545454545454547,18.283126846158652,7.0,29.0,50.0
R3_sw,27,28.09090909090909,18.32186969419085,10.0,28.0,50.0
R3_sw,28,30.09090909090909,24.981811565435144,3.0,18.0,58.0
R3_sw,29,32.45454545454545,27.565789074008517,5.0,33.0,76.0
R3_sw,30,40.18181818181818,36.739129499263264,3.0,31.0,78.0
R3_sw,31,34.27272727272727,26.5484120394833,6.0,30.0,69.0
R3_sw,32,29.727272727272727,19.693099852948034,8.0,24.0,55.0
R3_sw,33,21.818181818181817,11.582902760691569,7.0,23.0,31.0
R3_sw,34,25.181818181818183,13.17435525419124,8.0,26.0,35.0
R3_sw,35,24.363636363636363,15.660604887888125,9.0,21.0,48.0
R3_sw,36,20.272727272727273,10.1103007778296,8.0,24.0,29.0
R3_sw,37,22.0,14.25482374496437,11.0,18.0,42.0
R3_sw,38,20.545454545454547,13.589434398558584,8.0,18.0,32.0
R3_sw,39,19.636363636363637,17.159677894836648,7.0,15.0,36.0
R3_sw,40,25.272727272727273,22.167953938471225,4.0,20.0,52.0
R3_sw,41,22.272727272727273,14.1286298634433,10.0,23.0,36.0
R3_sw,42,20.545454545454547,11.578977816401897,8.0,24.0,32.0
R3_sw,43,21.727272727272727,15.659443854051197,1.0,21.0,41.0
R3_sw,44,23.363636363636363,17.22366237054551,2.0,26.0,39.0
R3_sw,45,18.454545454545453,15.207653575510172,4.0,13.0,38.0
R3_sw,46,15.363636363636363,18.699051993471365,1.0,14.0,26.0
R3_sw,47,17.818181818181817,18.62159059703645,0.0,16.0,35.0
R3_sw,48,14.181818181818182,16.880865983818374,0.0,10.0,26.0
R3_sw,49,15.363636363636363,18.634767115650934,0.0,9.0,32.0
R3_sw,50,16.181818181818183,16.60010952866385,0.0,12.0,26.0
R3_sw,51,19.818181818181817,19.767742318323467,1.0,18.0,39.0
R3_sw,52,25.545454545454547,23.69963559366952,7.0,13.0,60.0
R3_sw,53,27.636363636363637,27.030622365283147,7.0,18.0,76.0
R3_sw,54,28.272727272727273,25.954155386338076,3.0,21.0,70.0
R3_sw,55,32.36363636363637,25.323004273872115,6.0,21.0,70.0
R3_sw,56,37.27272727272727,30.640140042404862,11.0,25.0,92.0
R3_sw,57,41.0,36.11924694674572,12.0,37.0,55.0
R3_sw,58,37.36363636363637,38.86713966134562,6.0,27.0,52.0
R3_sw,59,44.90909090909091,46.40356569371484,8.0,29.0,69.0
R3_sw,60,41.81818181818182,40.47670486049521,0.0,29.0,98.0
R3_sw,61,42.36363636363637,40.97626807622365,6.0,28.0,91.0
R3_sw,62,35.27272727272727,34.647051560243646,2.0,15.0,76.0
R3_sw,63,34.90909090909091,33.386987122094574,4.0,22.0,73.0
R3_sw,64,37.09090909090909,32.43286772844654,4.0,31.0,77.0
R3_sw,65,37.45454545454545,30.53641641176527,2.0,38.0,76.0
R3_sw,66,49.09090909090909,35.817466536466654,6.0,47.0,86.0
R3_sw,67,58.90909090909091,42.84496363740911,13.0,55.0,117.0
R3_sw,68,56.45454545454545,42.6974557470668,10.0,55.0,101.0
R3_sw,69,53.27272727272727,43.41449276241958,9.0,49.0,97.0
R3_sw,70,53.63636363636363,50.78636180565158,0.0,44.0,115.0
R3_sw,71,54.18181818181818,53.61682232624045,0.0,45.0,135.0
R3_sw,72,61.09090909090909,56.87258486380682,3.0,70.0,135.0
R3_sw,73,52.54545454545455,46.990134361083996,0.0,63.0,117.0
R3_sw,74,56.0,51.89412298131649,3.0,62.0,133.0
R3_sw,75,60.27272727272727,60.186528241942824,8.0,28.0,150.0
R3_sw,76,59.72727272727273,43.10241503463793,19.0,39.0,120.0
R3_sw,77,50.81818181818182,28.75349781093835,23.0,38.0,93.0
R3_sw,78,45.0,22.80350850198276,20.0,42.0,78.0
R3_sw,79,38.45454545454545,21.505179080229194,16.0,37.0,57.0
R3_sw,80,31.09090909090909,18.544295863982246,14.0,30.0,39.0
R3_sw,81,30.727272727272727,21.489955370316192,16.0,24.0,38.0
R3_sw,82,31.09090909090909,22.72203576026825,8.0,27.0,43.0
R3_sw,83,29.0,20.59611613872868,6.0,27.0,49.0
R3_sw,84,25.90909090909091,24.118269197662364,7.0,14.0,44.0
R3_sw,85,22.90909090909091,19.669542676201424,8.0,19.0,38.0
R3_sw,86,24.727272727272727,16.359039758438815,10.0,22.0,36.0
R3_sw,87,18.454545454545453,13.193662390433039,7.0,15.0,35.0
R3_sw,88,20.363636363636363,13.403527351206677,8.0,16.0,33.0
R3_sw,89,21.90909090909091,17.253721601176633,4.0,21.0,44.0
R3_sw,90,26.818181818181817,17.803472592829646,10.0,17.0,50.0
R3_sw,91,29.90909090909091,20.709681530407682,15.0,20.0,54.0
R3_sw,92,24.0,24.843510218968657,10.0,14.0,39.0
R3_sw,93,16.636363636363637,9.489707342934524,7.0,15.0,25.0
R3_sw,94,19.181818181818183,16.95770138797226,4.0,11.0,41.0
R3_sw,95,17.09090909090909,16.585864737507933,2.0,12.0,39.0
R3_sw,96,17.363636363636363,11.236304795374032,4.0,18.0,25.0
R3_sw,97,19.0,10.392304845413264,8.0,19.0,27.0
R3_sw,98,16.636363636363637,7.593059031414509,10.0,16.0,23.0
R3_sw,99,16.454545454545453,8.559949022787885,9.0,16.0,24.0
R3_sw,100,20.181818181818183,11.839072445239804,7.0,21.0,29.0
R3_sw,101,17.272727272727273,10.35462127835595,4.0,17.0,31.0
R3_sw,102,13.545454545454545,9.626667506085752,1.0,17.0,23.0
R3_sw,103,13.909090909090908,8.227448516454485,5.0,13.0,23.0
R3_sw,104,17.636363636363637,10.651504375183134,9.0,14.0,23.0
R3_sw,105,23.181818181818183,15.005453554079475,5.0,19.0,44.0
R3_sw,106,21.0,13.053735097664577,10.0,20.0,42.0
R3_sw,107,24.636363636363637,12.595814600673728,13.0,26.0,38.0
R3_sw,108,27.818181818181817,16.845285285908233,6.0,29.0,45.0
R3_sw,109,26.454545454545453,12.63616742816932,13.0,27.0,39.0
R3_sw,110,24.727272727272727,15.33682437201984,6.0,26.0,41.0
R3_sw,111,28.636363636363637,20.703974146393865,11.0,30.0,61.0
R3_sw,112,27.09090909090909,23.10175121264423,3.0,24.0,51.0
R3_sw,113,24.363636363636363,25.80415752266571,0.0,20.0,59.0
R3_sw,114,29.727272727272727,30.548619965854133,2.0,18.0,51.0
R3_sw,115,27.09090909090909,24.076771151691187,7.0,14.0,68.0
R3_sw,116,29.181818181818183,20.42947959111138,15.0,21.0,65.0
R3_sw,117,25.272727272727273,21.009954350692478,9.0,17.0,47.0
R3_sw,118,30.181818181818183,28.516024203307804,10.0,24.0,57.0
R3_sw,119,31.0,23.626256580338747,9.0,25.0,61.0
R3_sw,120,32.36363636363637,25.180439739101963,7.0,25.0,68.0
R3_sw,121,33.81818181818182,32.6368447672816,4.0,24.0,90.0
R3_sw,122,37.72727272727273,22.991698106450986,14.0,30.0,72.0
R3_sw,123,35.45454545454545,21.910562002667284,15.0,27.0,55.0
R3_sw,124,32.81818181818182,15.464916306389647,17.0,33.0,42.0
R3_sw,125,35.63636363636363,19.57688804316318,20.0,26.0,55.0
R3_sw,126,33.90909090909091,17.078961007359585,14.0,33.0,56.0
R3_sw,127,30.818181818181817,15.321998445491252,14.0,32.0,47.0
R3_sw,128,31.636363636363637,15.73068801593069,16.0,32.0,56.0
R3_sw,129,35.36363636363637,16.372371405955384,19.0,32.0,50.0
R3_sw,130,33.18181818181818,16.738089388088365,18.0,30.0,54.0
R3_sw,131,32.0,22.552161758909055,8.0,24.0,64.0
R3_sw,132,31.545454545454547,14.285402594002285,16.0,29.0,51.0
R3_sw,133,28.636363636363637,14.84097521912039,12.0,34.0,40.0
R3_sw,134,24.09090909090909,13.95316842480263,3.0,28.0,34.0
R3_sw,135,21.727272727272727,14.071893327416245,5.0,21.0,37.0
R3_sw,136,21.0,15.98123900077838,2.0,13.0,40.0
R3_sw,137,17.818181818181817,16.08613180238296,0.0,19.0,41.0
R3_sw,138,13.272727272727273,9.592610792593527,3.0,14.0,25.0
R3_sw,139,17.181818181818183,11.940001522765245,7.0,14.0,33.0
R3_sw,140,17.545454545454547,12.143834949171833,7.0,17.0,23.0
R3_sw,141,21.636363636363637,14.101579537574699,6.0,21.0,35.0
R3_sw,142,23.363636363636363,12.831778733073037,14.0,25.0,31.0
R3_sw,143,17.454545454545453,12.667783044902816,6.0,17.0,31.0
R3_sw,144,19.181818181818183,14.26056227375472,4.0,15.0,36.0
R3_sw,145,18.181818181818183,16.79177287732407,5.0,13.0,47.0
R3_sw,146,16.272727272727273,19.970432689808746,0.0,8.0,35.0
R3_sw,147,15.272727272727273,18.916082623476292,0.0,13.0,21.0
R3_sw,148,17.0,16.8285471743701,0.0,16.0,25.0
R3_sw,149,12.454545454545455,12.110851632842643,1.0,9.0,31.0
R3_sw,150,14.272727272727273,16.917983976177002,0.0,7.0,45.0
R3_sw,151,13.181818181818182,13.362770534722069,0.0,15.0,34.0
R3_sw,152,19.0,19.120669444347392,1.0,18.0,38.0
R3_sw,153,15.818181818181818,15.393623237030209,4.0,8.0,35.0
R3_sw,154,17.545454545454547,18.603030056222757,0.0,16.0,27.0
R3_sw,155,16.181818181818183,16.551846916994982,0.0,10.0,42.0
R3_sw,156,6.181818181818182,5.306942280036251,0.0,6.0,11.0
R4_se,0,0.0,0.0,0.0,0.0,0.0
R4_se,1,1.7272727272727273,2.3276988246295565,0.0,0.0,5.0
R4_se,2,5.181818181818182,4.83359455929398,0.0,6.0,9.0
R4_se,3,9.909090909090908,9.60681576230694,0.0,9.0,22.0
R4_se,4,12.090909090909092,11.894995127821998,3.0,7.0,27.0
R4_se,5,18.0,21.076052761368768,5.0,10.0,37.0
R4_se,6,14.818181818181818,13.998701238459102,2.0,10.0,37.0
R4_se,7,15.454545454545455,13.231505102320266,0.0,12.0,35.0
R4_se,8,17.454545454545453,16.2010100695212,2.0,12.0,30.0
R4_se,9,22.818181818181817,23.18541861523394,0.0,19.0,42.0
R4_se,10,27.454545454545453,23.665855726610168,5.0,21.0,59.0
R4_se,11,25.545454545454547,21.16772843912939,5.0,22.0,57.0
R4_se,12,24.545454545454547,19.169578171486386,4.0,20.0,44.0
R4_se,13,26.363636363636363,17.749775926882723,10.0,23.0,54.0
R4_se,14,29.90909090909091,21.47768397874662,9.0,25.0,65.0
R4_se,15,34.72727272727273,33.9796730681474,7.0,11.0,84.0
R4_se,16,37.09090909090909,30.36265648936056,7.0,19.0,70.0
R4_se,17,40.54545454545455,34.86649863798668,9.0,28.0,73.0
R4_se,18,36.90909090909091,32.77027477899612,10.0,26.0,62.0
R4_se,19,37.36363636363637,29.408409434285044,7.0,31.0,61.0
R4_se,20,38.45454545454545,28.447719192805724,12.0,33.0,75.0
R4_se,21,39.45454545454545,28.738001448826033,17.0,25.0,73.0
R4_se,22,31.90909090909091,24.635155958323242,11.0,32.0,58.0
R4_se,23,37.54545454545455,36.66705233956947,6.0,35.0,65.0
R4_se,24,38.72727272727273,27.074308519668268,17.0,33.0,61.0
R4_se,25,37.36363636363637,22.36189941517816,24.0,31.0,63.0
R4_se,26,33.09090909090909,20.839647527991186,11.0,33.0,52.0
R4_se,27,25.636363636363637,17.1829725441946,1.0,21.0,45.0
R4_se,28,22.0,16.786899654194638,5.0,21.0,40.0
R4_se,29,18.272727272727273,14.388126417924672,0.0,22.0,33.0
R4_se,30,16.181818181818183,16.302258627675993,0.0,8.0,38.0
R4_se,31,17.545454545454547,14.672175274059649,4.0,16.0,40.0
R4_se,32,23.454545454545453,15.667569284120853,7.0,18.0,44.0
R4_se,33,18.0,12.89961239727768,4.0,17.0,33.0
R4_se,34,20.272727272727273,10.991732430248739,7.0,20.0,34.0
R4_se,35,24.09090909090909,15.539977769961872,11.0,22.0,49.0
R4_se,36,24.545454545454547,21.546988821474038,12.0,16.0,54.0
R4_se,37,22.818181818181817,18.351120847611362,8.0,17.0,42.0
R4_se,38,22.181818181818183,23.25002443791482,0.0,15.0,47.0
R4_se,39,24.727272727272727,18.536941004874073,6.0,28.0,36.0
R4_se,40,28.90909090909091,23.72953663877382,7.0,24.0,49.0
R4_se,41,24.636363636363637,17.73286625039916,6.0,25.0,47.0
R4_se,42,24.454545454545453,17.828985592925,5.0,23.0,49.0
R4_se,43,24.363636363636363,17.025115137776467,6.0,25.0,43.0
R4_se,44,22.90909090909091,14.300031786360094,7.0,21.0,41.0
R4_se,45,26.454545454545453,17.5576970947994,8.0,26.0,44.0
R4_se,46,29.818181818181817,25.2856409126531,5.0,24.0,57.0
R4_se,47,26.09090909090909,27.090420984010365,12.0,18.0,40.0
R4_se,48,28.272727272727273,21.6013467593616,9.0,23.0,37.0
R4_se,49,22.272727272727273,14.325438276652545,8.0,20.0,37.0
R4_se,50,21.0,13.535139452550904,4.0,20.0,34.0
R4_se,51,16.181818181818183,9.547965037830645,7.0,17.0,27.0
R4_se,52,12.454545454545455,8.33503013028311,6.0,10.0,28.0
R4_se,53,13.090909090909092,8.904544294398736,2.0,12.0,23.0
R4_se,54,21.636363636363637,12.516171357669464,7.0,20.0,33.0
R4_se,55,20.09090909090909,17.683068429741176,5.0,19.0,32.0
R4_se,56,18.272727272727273,18.17190638920919,7.0,10.0,36.0
R4_se,57,17.09090909090909,14.84220027795438,5.0,13.0,28.0
R4_se,58,19.454545454545453,16.795020907183392,7.0,13.0,33.0
R4_se,59,26.09090909090909,17.438202576266544,8.0,25.0,48.0
R4_se,60,29.818181818181817,23.642411813595423,9.0,24.0,59.0
R4_se,61,31.272727272727273,21.04324551532348,11.0,25.0,65.0
R4_se,62,26.454545454545453,13.822905891046473,12.0,22.0,45.0
R4_se,63,25.454545454545453,15.088827895921115,10.0,28.0,42.0
R4_se,64,29.272727272727273,18.298037649381474,6.0,37.0,49.0
R4_se,65,31.727272727272727,21.18060862718968,9.0,31.0,56.0
R4_se,66,31.181818181818183,26.183270161758564,0.0,31.0,57.0
R4_se,67,34.72727272727273,31.85934999051584,3.0,25.0,88.0
R4_se,68,42.36363636363637,41.936315353814116,11.0,29.0,112.0
R4_se,69,38.90909090909091,31.059473741370912,10.0,31.0,91.0
R4_se,70,36.81818181818182,29.633825881307267,14.0,24.0,87.0
R4_se,71,38.27272727272727,31.765046542043375,10.0,26.0,87.0
R4_se,72,34.0,38.35101041693686,8.0,14.0,67.0
R4_se,73,36.63636363636363,37.93750842444118,11.0,26.0,84.0
R4_se,74,37.72727272727273,37.84201609082399,6.0,35.0,53.0
R4_se,75,38.0,34.24324750954558,3.0,38.0,65.0
R4_se,76,46.81818181818182,41.31783678223772,7.0,41.0,95.0
R4_se,77,47.09090909090909,35.638334824889185,13.0,47.0,76.0
R4_se,78,43.54545454545455,35.97044241141228,10.0,42.0,102.0
R4_se,79,40.54545454545455,25.986010222285515,16.0,36.0,82.0
R4_se,80,41.27272727272727,25.522895247565113,15.0,38.0,79.0
R4_se,81,34.54545454545455,25.496523827234316,8.0,28.0,64.0
R4_se,82,31.727272727272727,24.417579360333445,2.0,28.0,60.0
R4_se,83,25.818181818181817,20.658258309054915,0.0,31.0,45.0
R4_se,84,21.272727272727273,21.241896850756568,0.0,10.0,47.0
R4_se,85,18.90909090909091,17.807046613374975,1.0,13.0,44.0
R4_se,86,18.09090909090909,12.636886843321383,6.0,17.0,37.0
R4_se,87,17.636363636363637,9.102447223386987,11.0,17.0,28.0
R4_se,88,19.727272727272727,11.8835256476427,7.0,19.0,26.0
R4_se,89,17.818181818181817,15.57445460886629,1.0,17.0,30.0
R4_se,90,16.181818181818183,16.708190696889844,1.0,13.0,26.0
R4_se,91,11.454545454545455,10.415024112921067,5.0,8.0,22.0
R4_se,92,12.454545454545455,5.854291355298886,6.0,15.0,18.0
R4_se,93,14.181818181818182,11.548317468949161,2.0,12.0,33.0
R4_se,94,17.636363636363637,18.5756438772535,2.0,12.0,40.0
R4_se,95,17.454545454545453,15.319031538342339,1.0,11.0,35.0
R4_se,96,23.272727272727273,20.05039106397134,6.0,18.0,51.0
R4_se,97,21.181818181818183,18.438102840683918,6.0,15.0,53.0
R4_se,98,18.90909090909091,14.590781647701712,5.0,12.0,39.0
R4_se,99,19.636363636363637,17.153849289723443,4.0,13.0,41.0
R4_se,100,18.545454545454547,15.763017708317378,0.0,18.0,45.0
R4_se,101,17.90909090909091,13.938827392966349,5.0,12.0,35.0
R4_se,102,21.272727272727273,15.723173401644523,6.0,17.0,39.0
R4_se,103,20.0,16.480291259562133,0.0,24.0,45.0
R4_se,104,24.272727272727273,22.09565979594594,5.0,14.0,52.0
R4_se,105,27.272727272727273,25.795700839833405,6.0,17.0,71.0
R4_se,106,28.727272727272727,23.613940412776984,5.0,22.0,66.0
R4_se,107,25.90909090909091,22.81865265722122,6.0,16.0,54.0
R4_se,108,25.181818181818183,17.342538348339794,11.0,20.0,38.0
R4_se,109,22.818181818181817,13.548565841580293,10.0,21.0,36.0
R4_se,110,27.818181818181817,16.863085019166462,16.0,19.0,47.0
R4_se,111,24.636363636363637,10.171260760325904,15.0,25.0,35.0
R4_se,112,32.45454545454545,16.919595954771708,13.0,34.0,51.0
R4_se,113,35.09090909090909,15.042968759221337,20.0,31.0,57.0
R4_se,114,32.45454545454545,20.728548605069467,9.0,30.0,52.0
R4_se,115,29.727272727272727,16.285520618579614,10.0,29.0,47.0
R4_se,116,34.81818181818182,15.753210351024846,19.0,33.0,53.0
R4_se,117,32.90909090909091,15.584957782775964,18.0,28.0,52.0
R4_se,118,39.27272727272727,20.881048388866443,24.0,29.0,69.0
R4_se,119,41.09090909090909,25.633784525327297,18.0,32.0,75.0
R4_se,120,44.72727272727273,33.16049127829957,19.0,37.0,65.0
R4_se,121,52.63636363636363,49.84430303910914,9.0,42.0,84.0
R4_se,122,67.18181818181819,66.86975128085669,12.0,45.0,117.0
R4_se,123,61.81818181818182,57.07682223428032,22.0,53.0,135.0
R4_se,124,65.81818181818181,52.151353159468805,22.0,53.0,157.0
R4_se,125,60.72727272727273,36.50778248289235,29.0,49.0,120.0
R4_se,126,50.27272727272727,28.702233045848224,27.0,42.0,84.0
R4_se,127,46.81818181818182,25.45905804156227,16.0,43.0,80.0
R4_se,128,51.90909090909091,24.94175032131685,26.0,52.0,74.0
R4_se,129,41.0,19.738287666360524,19.0,44.0,63.0
R4_se,130,36.63636363636363,17.653740268128605,14.0,36.0,54.0
R4_se,131,40.90909090909091,19.73552403892304,28.0,35.0,60.0
R4_se,132,32.72727272727273,19.298139335650518,12.0,29.0,57.0
R4_se,133,34.45454545454545,16.68150854307629,14.0,32.0,58.0
R4_se,134,31.727272727272727,13.726550251908957,17.0,28.0,49.0
R4_se,135,35.0,19.498717906570164,10.0,35.0,61.0
R4_se,136,30.636363636363637,21.082090632917446,7.0,30.0,58.0
R4_se,137,28.90909090909091,13.360048992833413,16.0,29.0,39.0
R4_se,138,25.90909090909091,12.259319275184454,11.0,28.0,41.0
R4_se,139,21.09090909090909,11.475665954135694,10.0,18.0,37.0
R4_se,140,22.454545454545453,14.658537692168592,8.0,17.0,43.0
R4_se,141,17.818181818181817,11.565623042605027,6.0,18.0,33.0
R4_se,142,18.90909090909091,19.434271509138412,2.0,14.0,34.0
R4_se,143,20.272727272727273,18.788778082094158,11.0,14.0,37.0
R4_se,144,19.09090909090909,14.956299979971954,1.0,19.0,43.0
R4_se,145,18.818181818181817,14.162049158354039,0.0,20.0,39.0
R4_se,146,16.0,12.96148139681572,2.0,15.0,30.0
R4_se,147,15.181818181818182,9.303958101992741,5.0,14.0,26.0
R4_se,148,18.181818181818183,10.028142218957427,9.0,19.0,28.0
R4_se,149,13.909090909090908,8.215285088839527,4.0,11.0,23.0
R4_se,150,14.272727272727273,11.279103768393206,2.0,10.0,28.0
R4_se,151,14.636363636363637,6.592006178284836,6.0,15.0,22.0
R4_se,152,13.818181818181818,7.743619074027103,7.0,14.0,22.0
R4_se,153,15.909090909090908,15.763594421670115,0.0,11.0,34.0
R4_se,154,14.727272727272727,10.761885607001302,4.0,13.0,23.0
R4_se,155,14.454545454545455,8.513091522633083,0.0,15.0,21.0
R4_se,156,7.545454545454546,6.07229176445988,0.0,6.0,16.0
