region,week,mean,sd,q10,q50,q90
R0_metro,89,159.36363636363637,38.864566708694255,121.0,170.0,201.0
R0_metro,90,155.54545454545453,27.87602423719579,127.0,158.0,191.0
R0_metro,91,143.0,37.39251261950714,85.0,146.0,173.0
R0_metro,92,145.54545454545453,30.506929168186154,95.0,153.0,169.0
R0_metro,93,143.0909090909091,29.30001551349263,114.0,138.0,180.0
R0_metro,94,143.45454545454547,26.534368793561438,107.0,138.0,176.0
R0_metro,95,150.8181818181818,23.05566386733716,126.0,149.0,173.0
R0_metro,96,137.9090909090909,23.192475268735528,112.0,133.0,166.0
R0_metro,97,143.0909090909091,21.741456002092164,121.0,146.0,156.0
R0_metro,98,152.45454545454547,32.26875775843761,105.0,147.0,185.0
R0_metro,99,150.54545454545453,35.254400112223266,111.0,157.0,194.0
R0_metro,100,153.72727272727272,31.416845510301982,112.0,158.0,186.0
R0_metro,101,155.8181818181818,21.85322942641743,132.0,154.0,184.0
R0_metro,102,173.45454545454547,20.407663444714274,146.0,172.0,195.0
R0_metro,103,171.27272727272728,33.8233378278694,125.0,181.0,207.0
R0_metro,104,181.54545454545453,47.764764495103776,131.0,176.0,237.0
R0_metro,105,206.27272727272728,50.062143200408244,154.0,197.0,278.0
R0_metro,106,212.72727272727272,44.032013147461036,165.0,211.0,252.0
R0_metro,107,210.0909090909091,45.491657576866885,175.0,205.0,275.0
R0_metro,108,206.0,45.210618221829264,151.0,189.0,267.0
R0_metro,109,210.9090909090909,55.62275531732413,148.0,207.0,282.0
R0_metro,110,217.0909090909091,68.51781453819808,157.0,198.0,273.0
R0_metro,111,234.1818181818182,64.03408183431412,156.0,230.0,317.0
R0_metro,112,230.54545454545453,58.97518738649947,169.0,224.0,288.0
R0_metro,113,215.63636363636363,58.232761787970745,158.0,223.0,261.0
R0_metro,114,239.9090909090909,71.28036832881062,189.0,240.0,283.0
R0_metro,115,244.8181818181818,73.42862954164157,160.0,244.0,306.0
R0_metro,116,268.45454545454544,78.15288047969011,166.0,294.0,305.0
R0_metro,117,258.8181818181818,65.80549852682249,166.0,258.0,329.0
R0_metro,118,288.54545454545456,58.26382005389561,211.0,309.0,335.0
R0_metro,119,317.54545454545456,66.32852122030708,233.0,329.0,386.0
R0_metro,120,317.45454545454544,55.69625415836084,244.0,334.0,381.0
R0_metro,121,363.90909090909093,49.5246495100259,310.0,367.0,409.0
R0_metro,122,397.09090909090907,64.95145040020977,321.0,397.0,465.0
R0_metro,123,397.72727272727275,65.31323129212167,327.0,391.0,483.0
R0_metro,124,366.54545454545456,88.44474392112132,257.0,370.0,477.0
R0_metro,125,378.09090909090907,72.50441992796652,282.0,383.0,440.0
R0_metro,126,410.54545454545456,77.56205726560331,319.0,405.0,484.0
R0_metro,127,405.3636363636364,68.85095892908497,329.0,392.0,476.0
R0_metro,128,410.8181818181818,81.13792970222765,295.0,398.0,504.0
R0_metro,129,388.45454545454544,65.12198344086832,295.0,399.0,457.0
R0_metro,130,385.72727272727275,76.68258069351984,295.0,413.0,435.0
R0_metro,131,353.90909090909093,56.34084583222823,330.0,338.0,428.0
R0_metro,132,338.1818181818182,56.45142723052833,271.0,328.0,413.0
R0_metro,133,300.90909090909093,57.09720579057183,231.0,304.0,357.0
R0_metro,134,283.1818181818182,57.10484774836228,204.0,300.0,323.0
R0_metro,135,248.1818181818182,43.446100358532014,191.0,250.0,273.0
R0_metro,136,241.9090909090909,37.83240554195449,202.0,233.0,292.0
R0_metro,137,237.63636363636363,31.010555387715094,204.0,238.0,264.0
R0_metro,138,238.54545454545453,32.097861724306924,189.0,234.0,274.0
R0_metro,139,209.8181818181818,29.064817845010424,189.0,210.0,243.0
R0_metro,140,203.63636363636363,33.58652327131443,175.0,184.0,249.0
R0_metro,141,192.9090909090909,32.89819005797901,161.0,185.0,250.0
R0_metro,142,172.27272727272728,31.009969071545072,139.0,168.0,204.0
R0_metro,143,159.72727272727272,20.421023035543097,146.0,155.0,190.0
R0_metro,144,157.0909090909091,30.911015982832225,126.0,154.0,189.0
R0_metro,145,158.72727272727272,31.349931129400936,119.0,164.0,190.0
R0_metro,146,171.1818181818182,25.18260582949343,153.0,158.0,205.0
R0_metro,147,157.45454545454547,37.72628695316738,121.0,159.0,197.0
R0_metro,148,152.36363636363637,38.95451893496499,107.0,154.0,195.0
R0_metro,149,173.9090909090909,39.765448684642166,134.0,176.0,215.0
R0_metro,150,176.54545454545453,35.06954130399666,141.0,182.0,213.0
R0_metro,151,185.27272727272728,43.03972794777148,142.0,177.0,248.0
R0_metro,152,199.45454545454547,56.49666120464755,149.0,194.0,250.0
R0_metro,153,202.9090909090909,56.7634645620835,144.0,205.0,241.0
R0_metro,154,216.45454545454547,60.52662824966155,159.0,207.0,255.0
R0_metro,155,239.8181818181818,67.70792890322105,170.0,225.0,313.0
R0_metro,156,104.27272727272727,31.311630136710892,72.0,108.0,150.0
R1_nw,0,0.09090909090909091,0.30151134457776363,0.0,0.0,0.0
R1_nw,1,3.8181818181818183,3.995451959870919,0.0,5.0,8.0
R1_nw,2,9.181818181818182,7.6917901923828085,0.0,8.0,20.0
R1_nw,3,11.272727272727273,11.018991869412638,2.0,8.0,30.0
R1_nw,4,11.545454545454545,13.448893161622161,0.0,9.0,20.0
R1_nw,5,15.090909090909092,16.238562408381753,0.0,10.0,31.0
R1_nw,6,18.545454545454547,17.345683246062325,3.0,13.0,39.0
R1_nw,7,21.90909090909091,11.810626955877874,10.0,21.0,30.0
R1_nw,8,27.818181818181817,19.394938421238578,11.0,24.0,46.0
R1_nw,9,34.90909090909091,26.250541119963774,5.0,29.0,58.0
R1_nw,10,39.18181818181818,25.13092987463131,5.0,43.0,69.0
R1_nw,11,28.09090909090909,18.52811132012405,1.0,33.0,48.0
R1_nw,12,32.72727272727273,17.950436814133013,7.0,40.0,48.0
R1_nw,13,27.272727272727273,16.882481506525686,13.0,27.0,50.0
R1_nw,14,24.09090909090909,15.273863594091349,7.0,26.0,39.0
R1_nw,15,23.09090909090909,13.28498811030364,9.0,26.0,38.0
R1_nw,16,29.454545454545453,15.468442949202329,11.0,27.0,52.0
R1_nw,17,33.63636363636363,16.341803616937312,16.0,32.0,52.0
R1_nw,18,45.63636363636363,25.761493463200953,19.0,46.0,66.0
R1_nw,19,43.90909090909091,25.16527188589285,13.0,47.0,68.0
R1_nw,20,45.45454545454545,27.63101024705263,11.0,39.0,79.0
R1_nw,21,39.63636363636363,29.090454541903352,9.0,34.0,82.0
R1_nw,22,37.72727272727273,23.10883341534535,20.0,40.0,65.0
R1_nw,23,41.63636363636363,21.242752774877022,24.0,46.0,65.0
R1_nw,24,41.27272727272727,32.643807710164296,5.0,37.0,88.0
R1_nw,25,37.27272727272727,23.272691761336546,10.0,33.0,71.0
R1_nw,26,35.0,20.654297373670207,13.0,35.0,59.0
R1_nw,27,28.90909090909091,13.508919612275035,16.0,25.0,46.0
R1_nw,28,24.363636363636363,13.170214328345057,7.0,24.0,39.0
R1_nw,29,22.727272727272727,11.773622289600674,12.0,21.0,34.0
R1_nw,30,20.272727272727273,10.724652992902932,5.0,19.0,29.0
R1_nw,31,24.545454545454547,15.377669760816405,9.0,26.0,40.0
R1_nw,32,19.545454545454547,15.62282712164246,5.0,18.0,45.0
R1_nw,33,19.727272727272727,17.66969670985277,0.0,13.0,48.0
R1_nw,34,18.454545454545453,16.219516863110545,0.0,17.0,33.0
R1_nw,35,15.181818181818182,10.008178473810124,2.0,16.0,26.0
R1_nw,36,15.636363636363637,10.210511517771549,6.0,13.0,29.0
R1_nw,37,18.09090909090909,10.004544421956908,6.0,19.0,25.0
R1_nw,38,12.363636363636363,11.404145976553679,0.0,7.0,29.0
R1_nw,39,9.727272727272727,13.259644860183165,0.0,3.0,23.0
R1_nw,40,12.090909090909092,8.993937351955989,4.0,12.0,25.0
R1_nw,41,10.181818181818182,6.096198517407087,4.0,10.0,16.0
R1_nw,42,10.909090909090908,5.46725791333362,5.0,10.0,17.0
R1_nw,43,11.0,3.4641016151377544,7.0,12.0,15.0
R1_nw,44,13.090909090909092,7.71303501164808,5.0,12.0,25.0
R1_nw,45,16.727272727272727,10.27707068274719,4.0,14.0,26.0
R1_nw,46,15.909090909090908,11.995453684246757,1.0,12.0,32.0
R1_nw,47,14.363636363636363,15.474318901151852,2.0,10.0,27.0
R1_nw,48,14.909090909090908,15.700028951913085,0.0,10.0,26.0
R1_nw,49,14.636363636363637,12.855136928657954,1.0,14.0,26.0
R1_nw,50,14.909090909090908,10.866964115653879,7.0,12.0,27.0
R1_nw,51,15.636363636363637,12.184192441624742,3.0,12.0,33.0
R1_nw,52,19.454545454545453,17.00213890287711,2.0,17.0,43.0
R1_nw,53,19.0,18.665476152512156,2.0,16.0,40.0
R1_nw,54,22.09090909090909,18.565853308989304,10.0,19.0,53.0
R1_nw,55,30.0,23.70232056149777,9.0,26.0,53.0
R1_nw,56,27.363636363636363,16.97216973325878,9.0,26.0,44.0
R1_nw,57,29.818181818181817,18.96216328280179,9.0,31.0,51.0
R1_nw,58,30.363636363636363,22.962023984277725,3.0,35.0,59.0
R1_nw,59,33.36363636363637,25.358520174776473,7.0,27.0,68.0
R1_nw,60,34.90909090909091,24.47224773270549,7.0,32.0,56.0
R1_nw,61,32.72727272727273,19.375711130644515,11.0,35.0,57.0
R1_nw,62,34.0,16.419500601419035,8.0,43.0,48.0
R1_nw,63,36.09090909090909,16.452686986960792,25.0,36.0,58.0
R1_nw,64,37.18181818181818,17.74157930860825,17.0,43.0,53.0
R1_nw,65,34.0,13.942740046346701,21.0,34.0,50.0
R1_nw,66,34.54545454545455,16.095736307256256,17.0,41.0,53.0
R1_nw,67,40.27272727272727,24.58898496925365,14.0,41.0,72.0
R1_nw,68,41.27272727272727,29.72907973379233,9.0,43.0,81.0
R1_nw,69,39.63636363636363,29.54749643293904,7.0,39.0,73.0
R1_nw,70,33.36363636363637,25.263700153669998,9.0,28.0,53.0
R1_nw,71,31.636363636363637,21.47683741742591,13.0,32.0,55.0
R1_nw,72,38.63636363636363,24.601921580529954,17.0,32.0,62.0
R1_nw,73,38.0,17.308957218735046,21.0,37.0,61.0
R1_nw,74,39.09090909090909,13.52371654135464,19.0,47.0,52.0
R1_nw,75,40.0,13.371611720357423,19.0,42.0,56.0
R1_nw,76,41.0,14.986660735467392,23.0,44.0,60.0
R1_nw,77,40.18181818181818,24.247961488826977,21.0,32.0,62.0
R1_nw,78,36.0,21.614809737770074,16.0,32.0,62.0
R1_nw,79,35.0,23.177575369309018,13.0,37.0,65.0
R1_nw,80,32.90909090909091,28.525267905681606,9.0,17.0,66.0
R1_nw,81,35.09090909090909,30.372535440606686,8.0,21.0,67.0
R1_nw,82,28.636363636363637,26.67685411465425,5.0,25.0,44.0
R1_nw,83,34.81818181818182,31.18915895569543,11.0,27.0,75.0
R1_nw,84,32.27272727272727,27.39741195474824,8.0,20.0,66.0
R1_nw,85,27.727272727272727,19.17858654380405,4.0,27.0,55.0
R1_nw,86,28.454545454545453,13.966843855099379,10.0,31.0,47.0
R1_nw,87,20.818181818181817,10.656624060350275,11.0,20.0,32.0
R1_nw,88,15.0,14.042791745233567,1.0,10.0,30.0
R1_nw,89,12.454545454545455,14.631224394175877,0.0,6.0,30.0
R1_nw,90,15.090909090909092,11.466948551855854,0.0,18.0,30.0
R1_nw,91,12.454545454545455,9.048354948427216,0.0,16.0,24.0
R1_nw,92,13.181818181818182,9.703794946495744,0.0,14.0,23.0
R1_nw,93,13.636363636363637,9.91234308599866,5.0,9.0,23.0
R1_nw,94,13.272727272727273,6.0181543531370005,7.0,12.0,23.0
R1_nw,95,13.272727272727273,6.98700091728789,5.0,15.0,20.0
R1_nw,96,15.545454545454545,5.592202363356254,11.0,13.0,20.0
R1_nw,97,11.727272727272727,4.584559064750046,7.0,11.0,17.0
R1_nw,98,13.818181818181818,10.147099899165099,2.0,16.0,27.0
R1_nw,99,17.0,11.627553482998906,7.0,15.0,33.0
R1_nw,100,16.09090909090909,8.677033426863648,6.0,16.0,27.0
R1_nw,101,16.272727272727273,9.696297325174276,9.0,14.0,33.0
R1_nw,102,17.90909090909091,14.446138206832616,5.0,14.0,44.0
R1_nw,103,22.727272727272727,16.33457014488541,6.0,21.0,44.0
R1_nw,104,21.818181818181817,16.023845866821,5.0,22.0,44.0
R1_nw,105,28.0,18.968394766031206,2.0,29.0,46.0
R1_nw,106,32.90909090909091,24.097529107585057,2.0,40.0,51.0
R1_nw,107,32.36363636363637,22.940238565772272,0.0,27.0,58.0
R1_nw,108,36.81818181818182,21.674031382362543,8.0,37.0,62.0
R1_nw,109,34.63636363636363,19.205586308533917,8.0,40.0,55.0
R1_nw,110,34.72727272727273,21.438707559416493,13.0,32.0,64.0
R1_nw,111,32.09090909090909,18.694675955761017,10.0,30.0,55.0
R1_nw,112,28.181818181818183,12.073261214917716,13.0,29.0,40.0
R1_nw,113,31.727272727272727,14.819520296493467,10.0,33.0,49.0
R1_nw,114,31.636363636363637,21.490801414897152,13.0,26.0,61.0
R1_nw,115,35.36363636363637,29.655598888819387,4.0,21.0,78.0
R1_nw,116,37.27272727272727,29.458753908103134,10.0,29.0,77.0
R1_nw,117,39.63636363636363,34.5550943488011,6.0,29.0,84.0
R1_nw,118,40.18181818181818,32.57243675814931,6.0,29.0,65.0
R1_nw,119,41.18181818181818,35.02518574345661,3.0,35.0,87.0
R1_nw,120,42.18181818181818,34.93942810584679,12.0,27.0,101.0
R1_nw,121,43.81818181818182,35.21879663423548,14.0,31.0,90.0
R1_nw,122,47.63636363636363,37.55069300897848,9.0,29.0,103.0
R1_nw,123,52.54545454545455,41.32157701822049,9.0,37.0,109.0
R1_nw,124,42.63636363636363,27.69213869412302,14.0,33.0,74.0
R1_nw,125,44.09090909090909,26.311421647089105,7.0,47.0,77.0
R1_nw,126,37.18181818181818,22.175744324906805,16.0,36.0,51.0
R1_nw,127,26.272727272727273,14.156912863268667,10.0,21.0,47.0
R1_nw,128,25.363636363636363,16.80043289485558,12.0,22.0,32.0
R1_nw,129,31.272727272727273,19.22025446809125,16.0,31.0,39.0
R1_nw,130,33.72727272727273,11.70547657373171,24.0,34.0,46.0
R1_nw,131,30.272727272727273,13.387239514484746,14.0,32.0,47.0
R1_nw,132,27.90909090909091,20.93062132596424,8.0,24.0,55.0
R1_nw,133,26.09090909090909,19.346599419301292,5.0,30.0,39.0
R1_nw,134,25.272727272727273,15.020591926358355,5.0,26.0,41.0
R1_nw,135,24.727272727272727,15.179531673216465,11.0,19.0,50.0
R1_nw,136,25.636363636363637,11.968899091167302,17.0,24.0,31.0
R1_nw,137,23.09090909090909,14.72721661044303,11.0,19.0,41.0
R1_nw,138,29.90909090909091,19.081166345140147,11.0,22.0,51.0
R1_nw,139,24.90909090909091,17.48401867680623,5.0,23.0,48.0
R1_nw,140,22.454545454545453,21.82367355127746,0.0,17.0,48.0
R1_nw,141,20.272727272727273,20.712754085784482,5.0,13.0,36.0
R1_nw,142,19.454545454545453,15.410150137903502,3.0,14.0,41.0
R1_nw,143,16.727272727272727,15.723173401644523,7.0,9.0,31.0
R1_nw,144,11.727272727272727,10.1103007778296,2.0,12.0,18.0
R1_nw,145,14.090909090909092,15.527102404856777,0.0,14.0,34.0
R1_nw,146,16.727272727272727,17.97270658020605,0.0,10.0,28.0
R1_nw,147,16.181818181818183,18.941056896689698,0.0,9.0,41.0
R1_nw,148,10.454545454545455,16.96681252541936,0.0,7.0,15.0
R1_nw,149,13.0,14.028542333400145,2.0,12.0,21.0
R1_nw,150,11.909090909090908,10.270876744022832,4.0,9.0,22.0
R1_nw,151,15.818181818181818,11.634587932696043,6.0,11.0,34.0
R1_nw,152,18.272727272727273,18.87374318512843,0.0,13.0,48.0
R1_nw,153,17.90909090909091,18.838548486837013,1.0,10.0,38.0
R1_nw,154,20.545454545454547,23.926402305251145,0.0,14.0,50.0
R1_nw,155,21.545454545454547,21.819090890152307,3.0,17.0,55.0
R1_nw,156,9.909090909090908,11.432012468979776,2.0,5.0,18.0
R2_ne,0,0.6363636363636364,1.4333685689819817,0.0,0.0,3.0
R2_ne,1,2.8181818181818183,5.896069569097397,0.0,0.0,7.0
R2_ne,2,2.1818181818181817,4.118693526306171,0.0,1.0,4.0
R2_ne,3,8.727272727272727,7.47115665865613,0.0,7.0,14.0
R2_ne,4,8.454545454545455,6.006057548236387,0.0,11.0,14.0
R2_ne,5,12.0,8.988882021697693,3.0,12.0,18.0
R2_ne,6,15.636363636363637,12.468141218904503,5.0,13.0,33.0
R2_ne,7,16.818181818181817,12.944637359294248,0.0,18.0,32.0
R2_ne,8,17.636363636363637,11.638494123147781,4.0,24.0,31.0
R2_ne,9,18.09090909090909,14.7475729898485,0.0,18.0,36.0
R2_ne,10,22.363636363636363,15.46785523123828,2.0,21.0,42.0
R2_ne,11,26.90909090909091,16.765765985808972,6.0,24.0,48.0
R2_ne,12,29.181818181818183,16.46097312930303,11.0,26.0,46.0
R2_ne,13,30.90909090909091,17.22471796839963,12.0,27.0,50.0
R2_ne,14,34.36363636363637,24.561240714885425,13.0,23.0,71.0
R2_ne,15,34.81818181818182,21.793660462704203,16.0,31.0,63.0
R2_ne,16,43.81818181818182,28.350725499775773,16.0,49.0,85.0
R2_ne,17,37.54545454545455,21.832835987858456,21.0,29.0,62.0
R2_ne,18,31.181818181818183,19.85355475383782,10.0,26.0,60.0
R2_ne,19,29.09090909090909,17.996969441850737,8.0,28.0,59.0
R2_ne,20,38.0,27.520901148036554,7.0,37.0,63.0
R2_ne,21,36.54545454545455,23.934759812304932,12.0,34.0,59.0
R2_ne,22,29.363636363636363,20.819571212072198,5.0,29.0,49.0
R2_ne,23,29.181818181818183,22.130604066849067,13.0,22.0,58.0
R2_ne,24,30.181818181818183,27.527506904251904,13.0,18.0,58.0
R2_ne,25,31.727272727272727,26.195766486556217,14.0,21.0,45.0
R2_ne,26,26.09090909090909,25.78160020423304,6.0,19.0,49.0
R2_ne,27,26.09090909090909,21.30471565383845,10.0,18.0,58.0
R2_ne,28,26.636363636363637,23.992801950888218,6.0,17.0,57.0
R2_ne,29,25.0,22.543291685111114,5.0,12.0,45.0
R2_ne,30,25.636363636363637,20.01635694762025,7.0,15.0,57.0
R2_ne,31,27.363636363636363,20.407217974396836,2.0,28.0,48.0
R2_ne,32,22.454545454545453,12.902431060568674,7.0,22.0,40.0
R2_ne,33,21.545454545454547,13.981156149357865,4.0,22.0,36.0
R2_ne,34,18.636363636363637,13.68409826969046,0.0,21.0,34.0
R2_ne,35,21.272727272727273,15.100270918701487,8.0,18.0,35.0
R2_ne,36,21.0,12.190159966136621,6.0,23.0,31.0
R2_ne,37,17.727272727272727,9.198814152823276,10.0,14.0,31.0
R2_ne,38,18.90909090909091,14.909423499616246,7.0,15.0,29.0
R2_ne,39,19.0,13.542525613784159,7.0,14.0,32.0
R2_ne,40,20.727272727272727,14.993938169079591,0.0,20.0,42.0
R2_ne,41,18.09090909090909,13.133579447009453,0.0,18.0,33.0
R2_ne,42,13.909090909090908,5.855844011832034,6.0,14.0,21.0
R2_ne,43,16.363636363636363,11.517575502446054,6.0,11.0,30.0
R2_ne,44,18.545454545454547,12.339883600452936,7.0,14.0,35.0
R2_ne,45,15.818181818181818,14.204352725965249,1.0,13.0,31.0
R2_ne,46,16.90909090909091,12.71577402641731,5.0,14.0,30.0
R2_ne,47,10.090909090909092,8.688550459708978,3.0,7.0,23.0
R2_ne,48,12.818181818181818,11.13389583046457,2.0,9.0,32.0
R2_ne,49,14.454545454545455,11.57033825230392,4.0,11.0,28.0
R2_ne,50,15.272727272727273,10.973521851173478,5.0,11.0,31.0
R2_ne,51,17.272727272727273,13.07739201133704,5.0,14.0,32.0
R2_ne,52,18.181818181818183,12.38400728212142,4.0,21.0,31.0
R2_ne,53,19.363636363636363,14.221622462101342,3.0,18.0,41.0
R2_ne,54,19.0,12.953763931769021,5.0,22.0,38.0
R2_ne,55,19.818181818181817,12.122855949141536,7.0,18.0,39.0
R2_ne,56,22.181818181818183,13.622174435956852,11.0,20.0,43.0
R2_ne,57,18.90909090909091,12.887626200775266,6.0,16.0,27.0
R2_ne,58,21.181818181818183,12.944637359294248,7.0,23.0,37.0
R2_ne,59,20.181818181818183,14.16204915835404,6.0,17.0,43.0
R2_ne,60,23.454545454545453,15.673950595581424,10.0,18.0,40.0
R2_ne,61,22.272727272727273,14.683942992881095,9.0,16.0,46.0
R2_ne,62,26.90909090909091,14.003246376855229,11.0,28.0,43.0
R2_ne,63,30.818181818181817,13.415052603834111,16.0,35.0,45.0
R2_ne,64,32.45454545454545,15.883095645141953,16.0,32.0,52.0
R2_ne,65,25.636363636363637,17.368205015330325,5.0,27.0,41.0
R2_ne,66,26.454545454545453,22.056126751375164,9.0,18.0,46.0
R2_ne,67,27.454545454545453,27.053146347009754,0.0,19.0,57.0
R2_ne,68,27.09090909090909,23.843047395224232,0.0,22.0,60.0
R2_ne,69,34.54545454545455,25.769608597585012,12.0,35.0,50.0
R2_ne,70,44.18181818181818,36.1381188824714,9.0,45.0,82.0
R2_ne,71,40.54545454545455,29.578247535523925,7.0,32.0,76.0
R2_ne,72,48.90909090909091,36.8142758870918,15.0,39.0,91.0
R2_ne,73,49.45454545454545,36.833038528917584,15.0,37.0,99.0
R2_ne,74,51.0,33.099848942253494,16.0,53.0,98.0
R2_ne,75,58.18181818181818,41.751211196366945,17.0,64.0,117.0
