region,peak_mean,peak_sd,cum_mean,cum_sd
R0_metro,1135.8181818181818,160.86566953941306,41437.90909090909,2208.8780615753985
R1_nw,169.9090909090909,33.524482234494066,4082.4545454545455,761.0200212394367
R2_ne,193.36363636363637,34.889175190229786,4129.363636363636,615.5422443223979
R3_sw,188.8181818181818,76.95559522454255,4368.272727272727,1514.8798692245596
R4_se,214.1818181818182,91.07559297838053,4256.636363636364,698.8054482797444
