region,annual_amp,annual_phase
R3_sw,12.431715562899887,-0.7235714269745265
R2_ne,12.480335958418314,-1.0170313673840994
R1_nw,12.940709379699245,-0.6037883415900069
R4_se,12.351326034684705,-0.9070827325009807
R0_metro,131.89410460148284,-0.9314100562658636
