day,mean_S,sd_S,mean_I,sd_I,mean_R,sd_R
47,45577.1,16266.88628133854,6566.1,6452.677063823976,933397.2,4011.4658118946995
48,42840.6,16632.642918069276,7465.5,7107.2223160669455,934180.5,4777.890962548225
49,39932.2,16814.313686856207,8161.2,7253.784457784777,935212.6,5824.947711353297
50,37086.4,17046.742241261232,8643.1,6875.901300193307,936495.0,7189.661814021575
51,34395.0,17237.21766991413,9034.2,6124.146288259287,937995.8,8815.248695300661
52,31927.6,17308.882246985217,9481.7,5508.289844407245,939586.4,10443.937046918658
53,29607.0,17145.149488995423,10026.4,5245.743745170936,941269.9,11855.619481494841
54,27416.9,16720.881331138018,10851.8,5055.323863018076,942993.2,13008.34641143908
55,25160.1,15946.790244121228,11829.4,5052.6638954120035,944750.1,13917.82833239439
56,22931.6,14963.899011955406,12844.8,5165.979399881498,946641.2,14596.771360818117
57,20758.2,13961.222566809827,13654.8,5544.280057861435,948679.7,15206.605801756024
58,18791.8,13072.771533228904,14117.9,5962.911142219042,950907.0,15802.168990363318
59,17013.6,12206.284776294548,14026.6,6062.805706931404,953458.5,16231.92934465894
60,15337.8,11321.095457595964,13610.0,5824.37555451226,956193.6,16593.994993370343
61,13753.7,10365.430006034481,12897.3,5195.804423763466,959100.0,16777.676376661937
62,12232.2,9303.50706776751,12303.1,4535.113106638025,961946.3,17009.139825693714
63,10846.4,8336.358140099308,11845.9,4265.582807776682,964634.8,17202.36453398195
64,9622.7,7565.103952359148,11555.7,4685.201811021591,967095.8,17272.570247649885
65,8567.6,6969.918567673513,11205.7,5259.312826786405,969414.0,17110.536023164208
66,7660.0,6483.59494416485,10792.8,5650.5519694982,971601.1,16691.245821987046
67,6848.2,6086.255331482569,10215.1,5622.0919496216,973851.4,15917.13748260032
68,6137.2,5730.443068384852,9567.5,5344.257932585216,976078.9,14937.50351598285
69,5511.1,5422.582732425574,8919.8,5128.561119846385,978247.7,13926.600511610864
70,4948.9,5125.238969062809,8335.8,5021.805507982164,980212.3,13036.399580022086
71,4425.2,4837.71189303373,7783.9,4844.410375886832,981987.5,12169.841414332399
72,3936.1,4526.281044080228,7162.5,4545.4214601068625,983660.0,11297.105903725962
73,3477.5,4222.441929736868,6487.8,4122.071537467539,985247.0,10346.967497774409
74,3108.9,3949.0657236870597,5777.2,3602.6802189481095,986768.3,9287.773081315025
75,2799.2,3691.170757361409,5107.0,3180.2218790518373,988149.6,8324.683203581984
76,2554.9,3440.8705715269216,4511.9,2845.6077189240264,989376.1,7553.297868481025
77,2380.6,3201.744280856921,4024.3,2599.79991730133,990428.0,6949.981669040574
78,2243.0,2967.999191374553,3638.3,2428.6925309721687,991329.4,6472.0142336061035
79,2150.7,2751.528667849928,3318.3,2348.2812459328634,992141.1,6075.292263751597
80,2071.3,2537.0302737649786,3062.3,2323.4866924516696,992847.4,5719.313266468274
81,1976.3,2293.189440495486,2802.5,2277.4741820710065,993477.2,5412.435455504296
82,1914.5,2079.040078978758,2545.3,2181.8711717239403,994042.8,5115.428697577555
83,1863.1,1882.8171153885337,2268.2,2038.8084166983417,994557.7,4832.6642351812525
84,1825.4,1679.6781953695777,1953.1,1819.5857468116199,995049.7,4529.196640685851
85,1797.2,1462.3698437809774,1632.1,1599.5926637741247,995503.9,4217.83820102194
86,1777.4,1228.612485692702,1354.5,1434.9924215827762,995873.9,3945.898996426543
87,1765.3,1005.4198177875746,1131.2,1330.6371255905947,996179.3,3687.6643298977197
88,1749.5,790.3026319075497,978.2,1292.9917091768223,996418.8,3439.6845146030473
89,1746.1,619.2882123858003,870.4,1261.0375252148524,996587.6,3199.2367589786163
90,1753.5,497.3769697121088,786.3,1225.534173330144,996725.1,2968.4984234457665
91,1785.4,447.00295301038,730.0,1204.970954006776,996820.1,2754.718767859979
92,1823.2,434.4780316655838,672.3,1189.7904899603122,996905.4,2539.5549295102874
93,1866.1,449.243241462796,603.7,1162.0185067373068,996999.2,2297.572405823155
94,1926.2,470.12036756558416,555.5,1163.6625155086847,997059.5,2078.8051014946063
95,1985.2,493.4093229763702,523.1,1191.9119472511381,997110.2,1881.0764365118182
96,2055.2,508.67746165915395,492.5,1193.8858613787165,997153.0,1676.5357139053137
97,2132.9,509.123059780246,460.6,1156.2090814381281,997171.5,1462.4076893944452
98,2207.0,510.27228025829504,415.1,1050.472698360124,997193.7,1229.5922942178845
99,2285.0,511.8710775185486,361.0,921.8812287925164,997206.2,1010.2702410741396
100,2363.2,513.5779979710969,299.6,770.3917445040543,997221.5,799.234164685169
101,2439.2,518.8324970546853,238.3,612.0421635802553,997229.0,637.4293686362435
102,2516.2,522.4065083821218,183.5,463.7599055545876,997223.3,528.2283691737883
103,2592.5,526.9740505945241,140.6,350.088331710727,997200.3,488.98160497098456
104,2667.8,530.8752772544601,104.6,250.3610193300866,997164.7,477.63606438375234
105,2740.4,532.7453800832063,74.0,163.27094046400296,997126.9,495.55493136482863
106,2819.7,538.7025245903346,53.4,105.837800430659,997069.7,518.2202331055784
107,2894.1,539.1412523634228,37.2,65.06427591236222,997012.3,534.0213572508126
108,2974.1,538.0917115139389,27.1,40.07355736642306,996945.5,545.2917109217781
109,3056.6,539.6241655078097,21.3,26.51433574502669,996874.9,558.8517603085813
110,3134.3,538.5413725982434,18.9,19.51127878945919,996799.6,564.7350175082115
111,3209.5,543.6383448580499,18.2,17.735839421916292,996723.9,568.2489683228646
112,3284.8,546.5167518018088,18.1,17.27107408356527,996649.5,566.9993386239529
113,3362.2,549.7435402076135,16.4,13.994284547628721,996570.0,570.8113523748455
114,3441.9,546.5302278922915,16.0,12.149074038789951,996491.9,571.7881513287941
115,3515.6,544.2497955902234,14.6,12.092973166264779,996411.3,568.5652205332295
116,3593.6,545.0046238335965,12.8,10.137060717979349,996335.5,570.105998915991
117,3676.0,544.7107489301088,11.2,6.523802572120037,996260.2,569.226106217907
118,3755.6,540.2992133993903,10.7,6.542935121182235,996177.5,564.0060726623428
119,3832.5,542.4723495257615,9.9,6.8622153857191055,996100.9,566.2632691602025
120,3907.7,540.0864838153238,10.1,7.119691004531026,996022.3,568.992275870244
121,3986.1,537.327730533238,9.8,6.734983296193095,995941.8,566.3417342912317
122,4064.1,537.2480711924428,10.1,7.38173421358423,995861.6,565.7734882441913
123,4142.7,541.0500993438593,10.3,8.978307190111062,995779.9,569.2682056816452
124,4218.2,537.8811764693016,10.1,9.863569333664158,995698.7,569.5498310069102
125,4295.7,541.8287644634604,9.3,9.154780172128657,995619.9,576.8624532763421
126,4373.1,542.8289693817013,10.1,7.968061244744545,995549.3,581.3597939314345
127,4451.9,542.4604040849432,10.4,6.814690014960328,995472.9,579.3869950214623
128,4532.6,547.2005482453394,10.3,6.450581369148055,995390.4,580.0160687429271
129,4609.0,551.0411962820929,9.6,5.276362383309168,995316.4,578.7939529746316
130,4687.2,551.7564317703964,10.7,6.679071791798618,995236.8,578.5213565634375
131,4762.1,552.1909905096243,9.9,6.685057965343307,995158.1,581.2963873963092
132,4840.4,556.8721935956221,9.1,6.624952830020754,995075.9,580.2252062777004
133,4921.5,552.8837581264257,8.9,6.331666447310693,994996.6,581.9847420680373
134,5002.5,553.3986357048597,9.2,7.05407683541936,994918.7,585.9452278157063
135,5084.2,554.6007212400647,9.5,7.5398938984577235,994842.2,584.9150023721396
136,5164.3,548.9641245108828,10.3,8.198170527623832,994761.2,587.2200269064399
137,5240.6,549.4956232764735,10.6,7.49933330370107,994684.4,585.1528347363618
138,5316.4,549.5840609042442,11.5,7.074602462329597,994603.1,589.9931270786127
139,5394.9,549.2783356368608,12.3,6.649060083951716,994521.8,594.9108840826498
140,5473.4,555.1652366638243,11.5,5.818075283115543,994444.3,595.0566443625346
141,5551.7,553.9584912247486,10.5,5.2583267300539625,994362.5,596.1862544540926
142,5629.4,553.7328236613755,11.0,5.291502622129181,994287.4,594.9754952937137
143,5705.8,550.4348826155551,10.9,5.629387178015028,994211.7,597.2113612449114
144,5785.6,548.0064233200192,11.7,7.457211275000863,994140.2,597.5606747435778
145,5856.2,546.0631465316077,11.4,7.696752561957544,994061.6,596.2682617748492
146,5933.6,548.8852703434479,12.7,7.294518489934754,993984.6,594.3506036002656
147,6010.0,552.3442766970614,13.2,8.19512049941915,993906.3,596.6783136665853
148,6089.7,551.749227457547,14.2,8.506468127254696,993829.4,598.5960574544407
149,6166.2,549.8744947713069,13.7,8.283115355951528,993754.7,595.1890539988113
150,6245.4,552.0406144478864,15.0,8.18535277187245,993682.8,590.1640111019987
151,6316.3,555.2251885496551,16.0,8.221921916437786,993602.9,596.424588695
152,6387.6,555.4616458406466,17.9,9.13728624920988,993522.7,599.0419100530446
153,6458.0,553.6955842337918,18.0,8.94427190999916,993449.2,598.7424822075013
154,6535.4,556.9641281088037,20.2,10.322790320451151,993371.0,598.3514017698965
155,6609.3,557.2182785946634,20.9,10.241581909060727,993290.8,595.4112528328635
156,6681.4,555.785786072296,21.5,11.664047325006875,993215.4,595.2453611747007
157,6755.7,554.1822895040945,21.7,11.79025020938911,993138.1,595.5838228158988
158,6828.2,556.6682674627682,22.8,13.059862173851606,993063.8,593.577256976714
159,6896.7,556.9409394181756,22.4,13.45511055324333,992989.7,596.1451249486151
160,6965.2,560.9864169478616,24.7,14.43641229668923,992911.2,599.1785710453938
161,7039.3,557.2286873447921,28.8,16.827358675680507,992834.8,597.9063137315076
162,7113.0,557.1249411038784,31.4,18.821264569629747,992760.8,600.8219037285509
163,7181.4,554.6566866089329,34.7,21.114213222377003,992682.8,603.6525159394268
164,7244.1,559.1311921186298,35.8,21.30633708547764,992611.0,600.5329299880232
165,7311.6,556.5095147434589,36.4,23.100649341522846,992529.1,600.6568820882684
166,7378.7,560.0667906598284,37.4,22.04631488480558,992454.0,599.2807355488745
167,7442.6,563.2493586325687,38.2,20.565991344936428,992385.9,595.1486284954373
168,7514.7,564.129781167419,38.7,22.34300785480773,992313.3,594.761473197449
169,7583.0,566.8976980020293,43.8,26.89907061591534,992239.8,588.4008497614531
170,7653.9,569.2697866565553,47.6,30.36181812737834,992168.3,586.4455729221596
171,7717.6,572.8843164199907,51.3,33.88819853577348,992103.3,583.9392177273247
172,7781.8,569.2310251558677,55.1,35.92895768040036,992030.0,582.6638825257663
173,7840.7,570.5772603250151,58.7,37.56075079121822,991955.7,582.280525176654
174,7899.3,576.8325666950506,59.8,40.409899777158564,991884.4,583.4053822172024
175,7957.7,582.4400484170023,64.0,40.400495046471896,991816.2,582.1080312107024
176,8018.1,585.1434781316459,64.6,40.57388322554301,991751.5,579.9948706669741
177,8069.0,592.6977307194621,68.2,43.22453007263353,991680.0,579.7746113792841
178,8126.9,599.0927223727559,73.8,46.24240478175848,991607.7,581.2404063724407
179,8182.8,603.6281636901975,78.1,47.76285167365951,991542.2,580.2037228422445
180,8231.2,603.5734917969808,81.4,52.29378548164208,991475.3,586.9799059593096
181,8273.1,611.9865112892603,89.5,55.891412578320114,991406.9,584.9019490478724
182,8322.3,620.1217702999952,95.9,59.39099258305084,991334.4,581.1476920714733
183,8363.3,625.5389756042384,100.3,62.459666985983844,991272.8,584.2815759546077
184,8407.6,634.2890823591401,112.6,71.76517261178991,991208.5,589.1779442579297
185,8446.9,646.4214492109618,121.0,75.79050072403533,991145.3,594.8290594784354
186,8480.1,666.2093439753003,125.5,76.32856608112064,991090.2,599.7120642441671
187,8510.3,692.0783264920236,131.8,77.13857660081626,991035.2,606.4148415070331
188,8544.3,707.029709418211,140.5,82.79885264905546,990976.0,611.8504719292124
189,8580.1,718.3633412139013,146.2,87.51891224186919,990921.4,620.9159685496903
190,8602.2,737.272649702944,157.8,94.78902890102842,990869.0,625.5795712777073
191,8626.6,758.4414545632378,166.3,100.14993759359014,990817.7,629.6364109547668
192,8645.2,768.9150538258436,179.2,110.80685899347567,990773.6,635.9949999803458
193,8661.5,789.3596455355442,191.9,116.32837143190821,990727.6,639.2933911749753
194,8672.4,811.9707137575838,203.5,120.51078789884332,990682.5,645.3758982174652
195,8686.4,832.6716279542615,211.0,120.48734373368848,990646.4,651.6976599620409
196,8692.7,854.2999531780392,225.8,124.8565576972231,990596.3,655.389052395598
197,8698.0,876.0179221910931,239.8,130.53106909851005,990559.4,668.235617129168
198,8704.6,904.859348186225,252.9,134.16739544315527,990523.4,683.7790871326791
199,8702.5,936.4723434250474,267.6,136.80219296487903,990489.7,696.5965905744873
200,8689.6,971.5514602943069,282.5,148.65211064764603,990456.6,713.6645150208885
201,8675.4,1006.4168321326905,301.6,162.66849725745917,990422.7,728.6752431639214
202,8656.0,1039.780842293221,317.4,166.69865026448173,990395.3,741.7949918946608
203,8628.1,1076.3173741977782,334.2,170.04928697292442,990367.4,761.9682670557876
204,8597.1,1117.8463624309022,348.7,173.9419730829796,990347.6,774.3893336042279
205,8550.5,1167.028984215902,366.5,174.61686631021644,990330.7,802.4376673611478
206,8512.5,1210.3309671325444,383.2,177.859944900475,990319.8,828.8299946309859
207,8467.4,1248.7140745583033,407.2,187.5637491627847,990317.4,848.0628750275536
208,8410.6,1293.804173745007,431.9,195.44638651046992,990310.3,874.6836056540674
209,8350.4,1340.1720188095258,458.1,208.203482199506,990301.8,903.077493906254
210,8285.8,1376.5204538981613,490.6,218.37225098441422,990297.1,929.7474334463096
211,8209.3,1420.4533114467367,514.7,219.57461146498702,990298.7,958.232023050785
212,8125.2,1454.8507689794167,541.3,229.96349710334465,990312.0,989.4747091260089
213,8044.2,1498.4259608001992,567.1,231.82038305550273,990330.7,1024.6175920800893
214,7956.2,1535.2200363465818,593.8,230.1624643594172,990355.8,1059.7907151886168
215,7857.6,1570.4249233885712,625.1,236.7794121117797,990388.8,1094.5255410450684
216,7746.1,1612.9273666225643,655.3,243.5684913941046,990416.9,1134.4653762896423
217,7629.9,1654.1815166419917,677.0,233.95512390199963,990457.3,1179.4330883945897
218,7515.5,1680.955041040658,710.2,239.6755306659401,990502.9,1218.7528420479682
219,7401.0,1705.3929166030919,743.8,240.57963338570454,990546.6,1253.3659641142326
220,7284.4,1723.441162326118,766.6,243.3048293807585,990602.6,1293.6576981566648
221,7159.8,1741.8634734100144,800.6,241.9889253664308,990657.9,1337.3514459557741
222,7026.8,1756.0892232457893,836.5,239.64192037287634,990722.5,1377.56598753018
223,6877.4,1771.7332304836414,864.1,230.0975662626617,990797.6,1416.7346399379103
224,6734.1,1782.5239661782953,901.2,233.30357905527296,990879.2,1449.6382169355222
225,6584.5,1789.3158049936294,931.3,220.27893680513353,990963.5,1493.7280374954473
226,6421.2,1789.502489520481,955.2,208.5463018132904,991056.7,1528.6270997205304
227,6268.8,1781.3457160248258,973.4,191.17698606265347,991159.9,1562.576618921453
228,6115.9,1760.2366005739116,994.1,178.08169473587117,991266.9,1603.5826420861508
229,5961.4,1743.9503547979798,1010.5,170.19885428521545,991389.5,1642.2103549789229
230,5796.0,1718.0491843949055,1040.7,184.63317686699753,991501.4,1672.5980509375227
231,5648.8,1692.7029154579961,1065.1,189.06847965750399,991616.5,1693.7603874220226
232,5499.3,1667.260030709067,1095.1,190.84729497690032,991731.7,1705.3497617790902
233,5351.9,1639.2672417882327,1127.7,193.11139272451018,991856.5,1722.4874019858607
234,5209.8,1613.7392478340485,1141.8,186.32273076573347,991990.6,1740.3436557186055
235,5062.1,1593.259580231671,1154.1,182.48915036242565,992131.8,1756.8893419905535
236,4920.3,1566.8781733115054,1168.9,193.2844794596814,992270.7,1764.215239136087
237,4777.8,1536.4631983877778,1185.0,211.71868127305157,992418.2,1770.3179262494066
238,4638.7,1505.0926914977697,1173.2,222.6826441373463,992575.0,1772.3268321616079
239,4503.0,1464.0909807795415,1172.9,237.4183859771606,992726.6,1762.8736313190461
240,4377.4,1414.6641438871632,1161.8,267.22380133513553,992886.2,1745.4149535282431
241,4254.5,1368.856694471704,1149.8,274.34788134775164,993041.0,1731.1560299406867
242,4141.6,1334.8372335232486,1130.8,265.3427217769502,993199.0,1704.399777047627
243,4043.4,1293.9966151424044,1128.5,266.1083425975217,993344.4,1685.5585543077405
244,3943.6,1260.4500148756395,1122.7,269.24860259618805,993491.6,1664.963855463535
245,3852.0,1220.486542326461,1114.7,265.28854102655845,993638.0,1633.741717653069
246,3758.1,1180.3349058635858,1107.9,278.1292685065705,993781.9,1604.421855373455
247,3673.4,1132.6484185306576,1088.6,294.8078017963568,993925.8,1577.3813616243854
248,3596.1,1084.506196386171,1070.1,301.22465038572125,994072.3,1543.3906861193636
249,3517.9,1039.208299620437,1033.9,300.1287890223129,994218.1,1512.9954692595745
250,3456.4,997.9996192384043,992.4,300.88642375487797,994358.0,1476.0182248197343
251,3389.7,957.0297853254099,951.6,285.25223925501444,994494.8,1429.6060156560618
252,3339.6,915.9651958453443,916.5,267.89410221204946,994620.1,1375.880768816833
253,3287.2,875.213322567704,888.4,258.2166532197333,994741.9,1329.590647530284
254,3244.1,850.1403942879082,871.7,260.42352044314276,994849.4,1292.5828561450132
255,3198.8,818.6460529435172,855.8,265.61882463409853,994945.3,1260.5356837471918
256,3164.9,782.1860967826008,842.3,274.30969724018144,995039.6,1220.0644409210522
257,3120.1,749.5511256745599,819.0,276.4959312539698,995131.0,1183.3920736594446
258,3083.8,715.9881004597772,785.6,275.82320424503814,995223.9,1140.428906157679
259,3047.0,668.2198739935831,743.1,268.87114013965873,995313.3,1098.3673383709113
260,3017.7,631.0977816471866,716.5,263.5413629774271,995394.9,1046.4895078308239
261,2990.3,595.8431085445228,681.3,249.2994384269648,995474.3,1004.4135652210199
262,2973.6,564.2542334799094,661.2,236.02067706029484,995539.3,964.770340547428
263,2957.3,533.4613481781038,634.7,227.71387748663892,995602.5,917.9913125950594
264,2947.1,505.9010674034993,631.7,231.39405783208866,995650.4,876.7915601783584
265,2936.6,478.58023360769926,613.7,227.42121712804197,995701.9,832.771691401671
266,2933.3,456.61867022713824,608.9,242.86805059537988,995746.2,804.2628674755537
267,2915.6,424.15426438973833,590.2,249.64526833088587,995798.7,770.1427205395115
268,2907.9,406.38465768284124,579.4,253.97724307504404,995844.1,729.1756235640355
269,2902.5,392.7893201195776,551.3,254.6169868645845,995889.7,690.0975365845032
270,2909.5,379.9963815617196,531.2,253.97669184395642,995921.1,658.0117704114418
271,2916.7,372.8187361171646,499.7,236.10592961634825,995960.6,615.3717900586604
272,2926.4,365.9134323853116,483.7,231.38498222659138,995990.8,580.6027557633532
273,2938.5,357.20505315574695,461.7,221.80985099855235,996014.1,542.8648911101177
274,2952.3,352.30698261601344,456.3,224.29402577866404,996028.0,514.3938180032882
275,2968.9,350.3819201956631,446.3,219.84087427045955,996044.0,481.2415194057969
276,2985.3,350.5027959945541,438.8,227.1232264652825,996046.0,460.92515661439006
277,3006.3,360.7614308653296,426.2,225.92733345038178,996057.7,431.71681690663854
278,3034.1,372.04420436286864,414.3,224.1294492029104,996063.2,412.0730032409307
279,3061.9,384.48886849946643,392.2,205.76870510357008,996075.4,386.77543872381545
280,3100.1,393.7975241161376,374.0,205.25934814278253,996080.1,374.48162838782895
281,3128.9,407.81649059350207,354.9,193.99765462499798,996084.9,368.866493463421
282,3165.9,420.25098453186274,336.3,185.71593900362993,996085.2,367.04980588470556
283,3202.3,428.72393215214845,326.0,176.8321237784583,996076.5,369.74998309668655
284,3247.5,437.5146283268709,313.8,178.10210554622876,996060.2,374.9554106823904
285,3289.4,447.2798229296734,300.7,171.22561140203297,996050.1,371.6031350782714
286,3331.3,459.40658462847483,288.5,163.29926515450092,996037.3,377.04749037753857
287,3374.7,467.97137732985334,273.6,156.23136688898296,996016.8,384.43329720511986
288,3420.2,481.93812880908274,260.6,152.6651237185494,995994.1,398.95950922368047
289,3467.1,490.56384905534975,245.7,143.50195120624667,995966.3,410.1821668478531
290,3514.7,494.11679793344405,233.3,134.43589550413984,995942.4,423.57790310638245
291,3561.6,496.3047853889785,223.2,129.13388401190448,995915.0,436.93088698328484
292,3607.1,503.0849729419475,218.6,127.66299385491475,995877.9,450.119861814606
293,3662.2,512.7082601246053,209.4,119.49075278028842,995845.5,467.12744513676347
294,3710.5,520.192127968119,205.8,114.90239336062588,995808.5,479.9623422728079
295,3759.8,528.5566762420091,196.9,105.52577884100168,995766.9,491.837869627787
296,3809.9,536.2891850485146,190.6,96.73592920936873,995726.9,505.975780052761
297,3862.7,537.2282661960371,184.6,89.2168145586918,995687.6,521.7975086180462
298,3916.8,534.7801043419622,179.4,86.87370142914368,995645.6,536.5976518770839
299,3966.2,537.9692928039667,171.3,80.33311894853829,995608.8,549.859945804384
300,4019.9,544.5558649027664,168.2,77.16579553143997,995565.7,566.1650024506989
301,4071.1,551.9497169126912,159.5,73.5843053918429,995522.0,572.0835603301322
302,4127.2,553.2772903346024,151.4,71.61452366664182,995479.6,581.6401292895806
303,4175.1,558.8107819289102,147.4,66.80149698921424,995431.0,594.1666432912572
304,4230.1,560.0875735097146,143.2,57.53920402647224,995384.7,603.6938048381811
305,4282.9,556.9909245221146,139.8,47.48431319920295,995329.0,615.5813512444964
306,4336.2,562.7101918394584,142.5,44.93606569338264,995275.6,627.2892793600095
307,4392.1,555.7730562018996,144.7,40.9171113349904,995221.8,636.2230426509245
308,4441.3,547.0038482497175,142.8,37.180102205346344,995173.9,645.8164522524957
309,4496.5,546.4796885520998,141.1,40.29255514359942,995122.7,649.9318502735497
310,4547.3,536.5184153409834,140.5,41.812079594299064,995067.8,651.0509657469222
311,4601.3,536.729177518793,136.0,36.788585186168824,995013.4,654.1720263050079
312,4650.7,533.9372715965799,129.9,37.7980158209396,994963.2,657.3263725121639
313,4703.3,528.9595542194129,126.7,38.42147836822524,994912.2,665.3353740783666
314,4757.5,526.8020975660594,129.8,35.57752099289662,994854.8,669.7760521248874
315,4810.0,526.7207989058339,133.2,35.29815859219855,994797.3,669.2700576000692
316,4865.1,524.7316361722438,134.3,35.26201922749178,994740.6,669.5666060968096
317,4911.8,517.5609722535114,140.7,37.494132874357824,994681.9,673.3580696776418
318,4960.2,510.2357886310994,143.7,36.68800894025185,994626.1,675.1036142696912
319,5007.1,506.0844692341388,145.1,38.16660844245923,994580.2,671.06852109155
320,5055.0,505.10751330781056,145.2,38.394791313406046,994530.2,669.7854581879186
321,5101.0,503.31660016335644,145.2,37.58936019673652,994477.3,668.0305457088022
322,5148.6,498.0675054648718,143.1,34.60187856171974,994422.9,664.9245746699395
323,5192.2,496.29624217799596,145.9,39.167460984853236,994369.1,665.3970919683974
324,5231.7,488.82185916752945,150.4,41.19757274403433,994318.1,664.2447515788137
325,5266.9,481.19838944036377,150.7,43.97965438700036,994264.0,658.5903127134501
326,5313.2,477.6303591690964,158.4,47.489367230991824,994211.7,657.9531974236465
327,5356.5,471.14228211868226,165.5,44.83358116412295,994160.9,657.5926474649789
328,5393.1,469.1861997117989,167.8,44.239801084543764,994111.5,652.9470499205888
329,5432.3,458.40136343601773,169.6,47.21271015309331,994065.0,648.0253081477605
330,5464.7,455.5168602807145,176.2,49.7570095564434,994015.5,642.456107450151
331,5494.3,454.25258392220513,183.6,54.93851108284607,993965.9,640.4983138151107
332,5527.8,446.7119429789179,188.7,61.548436210841295,993920.3,641.160518123192
333,5558.7,435.554830073092,194.4,64.21557443486743,993876.4,629.6424699780027
334,5587.8,431.6695032081836,196.6,62.50151998151725,993832.3,625.0574453600244
335,5614.2,426.67758319368033,202.4,57.5451127377469,993784.3,622.2104226063719
336,5636.1,419.7900546701887,204.9,50.5696549325779,993747.5,618.7208174936414
337,5659.8,414.37562669635867,209.2,49.917531990273716,993705.5,619.182081459081
338,5684.3,409.2094940247599,216.7,56.686947351220105,993666.2,610.5377629598353
339,5706.9,399.8203221448355,224.9,63.30157975911818,993621.6,604.4495347007887
340,5723.3,394.1499841430924,228.9,71.72510020906209,993585.2,605.8433460887394
341,5737.0,391.69375792830806,233.2,76.14827640859642,993548.3,596.9507601134284
342,5754.8,377.3848963591416,242.3,78.54686499154502,993508.7,593.1370920790573
343,5768.0,370.1245736235302,251.5,82.04175766035246,993474.5,591.8307612823112
344,5778.7,367.1239708872195,262.0,84.71835692457685,993440.4,589.7710064084195
345,5791.5,363.7112178638432,273.3,82.40637111291821,993414.6,582.8348308054349
346,5802.7,356.80416197124157,283.9,82.67823171790747,993382.9,580.1588489370821
347,5807.0,358.0340765904832,296.5,86.83230965487444,993356.2,570.5509267366061
348,5810.4,354.56373192981823,303.5,92.51945741302205,993330.6,566.5135832440384
349,5812.0,352.6074304378738,307.9,96.52818241322065,993306.6,557.744063168762
350,5810.4,349.7928529858779,315.3,101.26109815718965,993279.4,553.9159141963697
351,5802.5,351.9804682081095,327.2,112.58312484560021,993259.2,535.2016068735221
352,5803.6,357.4401208594245,328.0,112.95839942208814,993251.1,532.9447344706579
353,5792.6,373.21688064716477,337.8,117.43236351193825,993230.6,527.4455801312587
354,5779.2,378.63143028544266,352.9,122.46750589442082,993208.4,526.422301959178
355,5765.8,386.23226172861325,366.6,128.31149597756234,993191.8,520.5435236365928
356,5744.5,399.8642894783179,377.1,126.00670617074316,993186.5,519.0424356447168
357,5722.2,407.4652868650286,395.5,133.45579792575518,993176.8,524.0791543269014
358,5705.4,417.1352778176404,410.1,133.09954921035606,993168.5,520.3695321595991
359,5667.6,430.0195809495191,415.7,134.74052842407886,993160.3,516.1397194558854
360,5640.4,445.25435427404864,425.0,132.49452818890296,993158.7,516.4670463834068
361,5607.8,464.3162284478112,440.9,137.17685664863444,993161.1,512.8979333161716
362,5580.1,471.1064529381868,445.5,136.4340500021897,993168.7,506.8514673945416
363,5544.3,497.88915433055985,459.0,146.907453861266,993179.0,505.88615320050025
364,5508.9,519.5040808309402,478.1,152.5650353128134,993176.2,505.74456003006105
365,5466.4,537.1180875747901,489.1,154.02171924764377,993184.6,515.6047323289421
366,5431.0,559.7960342839167,507.9,155.1125075550002,993192.9,522.8993115313884
367,5392.8,570.1115329477207,525.6,157.80950541713258,993200.6,522.2404044116081
368,5340.5,582.0476355076104,538.4,158.07605764314846,993222.9,528.1328336697123
369,5289.6,604.8806824490265,546.5,150.79870689100753,993240.8,529.9282592955391
370,5239.8,614.2175184737082,561.4,160.6407171298734,993262.0,533.2635370996221
371,5189.3,634.7115959236919,561.3,153.6164379225088,993291.3,544.2795329607757
372,5146.0,646.2165271795515,576.4,148.30320293237097,993321.1,551.050533072966
373,5087.6,661.9556178476016,580.8,144.5889345696966,993351.8,558.9906618182455
374,5037.1,672.3004462292138,588.6,143.31796816868427,993379.5,569.4144799704342
375,4983.7,683.484901076827,607.2,138.67934236936662,993417.3,590.0972885889241
376,4921.6,691.2571446285383,626.9,146.99078202390788,993452.9,609.4795238562162
377,4861.4,695.2106443373835,631.7,139.79846208023892,993500.7,614.5474839261813
378,4798.0,699.1783749516285,644.8,130.11902243715176,993532.4,633.2298476856568
379,4746.2,689.0350934458999,657.6,137.77459852962738,993574.2,636.0169494596823
380,4684.5,696.1062059772202,658.8,132.40453164450224,993624.8,645.3239186641079
381,4621.1,705.1808916866651,660.2,114.2084059953557,993685.5,648.148941216446
382,4554.4,704.3204100407712,665.1,110.58612028640846,993733.2,652.4269767567862
383,4494.7,706.9472469710877,677.7,104.22384564004535,993782.7,671.3511823181664
384,4431.1,705.641190691133,691.7,94.13187557889198,993827.9,679.4928182107593
385,4362.6,702.0558667228697,701.6,92.25963364332205,993884.5,691.0829544996751
386,4299.5,689.513197843232,699.8,94.28870558025494,993943.1,702.1286847864855
387,4234.5,671.8443644178315,711.7,100.44008164074738,993994.1,717.6938692785386
388,4169.1,660.3219593501341,715.3,104.68720074584094,994051.6,718.6604483342603
389,4096.9,654.3527259819432,720.0,102.64696780713983,994115.1,720.7345489152021
390,4047.0,642.9536530730657,719.3,98.6448680874986,994174.5,720.4253257624971
391,3983.3,629.8692007075755,727.9,101.86800282718809,994228.8,714.4183368307395
