region,week,cases
R0_metro,0,17
R0_metro,1,49
R0_metro,2,47
R0_metro,3,72
R0_metro,4,99
R0_metro,5,132
R0_metro,6,224
R0_metro,7,303
R0_metro,8,385
R0_metro,9,546
R0_metro,10,667
R0_metro,11,756
R0_metro,12,996
R0_metro,13,1400
R0_metro,14,2026
R0_metro,15,2709
R0_metro,16,3410
R0_metro,17,4310
R0_metro,18,5330
R0_metro,19,6604
R0_metro,20,8285
R0_metro,21,9568
R0_metro,22,11430
R0_metro,23,13217
R0_metro,24,14393
R0_metro,25,15275
R0_metro,26,15712
R0_metro,27,15859
R0_metro,28,15577
R0_metro,29,14941
R0_metro,30,14351
R0_metro,31,13120
R0_metro,32,12057
R0_metro,33,11060
R0_metro,34,9994
R0_metro,35,9091
R0_metro,36,8001
R0_metro,37,7092
R0_metro,38,6300
R0_metro,39,5574
R0_metro,40,5028
R0_metro,41,4679
R0_metro,42,4448
R0_metro,43,4009
R0_metro,44,3883
R0_metro,45,3576
R0_metro,46,3438
R0_metro,47,3314
R0_metro,48,3240
R0_metro,49,3219
R0_metro,50,3157
R0_metro,51,3100
R0_metro,52,3295
R0_metro,53,3442
R0_metro,54,3523
R0_metro,55,3568
R0_metro,56,4043
R0_metro,57,4304
R0_metro,58,4652
R0_metro,59,5070
R0_metro,60,5440
R0_metro,61,5750
R0_metro,62,6043
R0_metro,63,6497
R0_metro,64,6569
R0_metro,65,6702
R0_metro,66,6855
R0_metro,67,6703
R0_metro,68,6373
R0_metro,69,6109
R0_metro,70,5758
R0_metro,71,5519
R0_metro,72,5069
R0_metro,73,4595
R0_metro,74,4201
R0_metro,75,3653
R0_metro,76,3343
R0_metro,77,2805
R0_metro,78,2369
R0_metro,79,1972
R0_metro,80,1681
R0_metro,81,1244
R0_metro,82,828
R0_metro,83,624
R0_metro,84,463
R0_metro,85,280
R0_metro,86,193
R0_metro,87,157
R0_metro,88,113
R0_metro,89,96
R0_metro,90,83
R0_metro,91,90
R0_metro,92,60
R0_metro,93,65
R0_metro,94,76
R0_metro,95,48
R0_metro,96,37
R0_metro,97,14
R0_metro,98,19
R0_metro,99,19
R0_metro,100,8
R0_metro,101,7
R0_metro,102,4
R0_metro,103,7
R0_metro,104,9
R0_metro,105,11
R0_metro,106,0
R0_metro,107,0
R0_metro,108,0
R0_metro,109,0
R0_metro,110,0
R0_metro,111,0
R0_metro,112,0
R0_metro,113,0
R0_metro,114,0
R0_metro,115,0
R0_metro,116,0
R0_metro,117,0
R0_metro,118,0
R0_metro,119,4
R0_metro,120,5
R0_metro,121,0
R0_metro,122,0
R0_metro,123,0
R0_metro,124,0
R0_metro,125,0
R0_metro,126,0
R0_metro,127,0
R0_metro,128,0
R0_metro,129,0
R0_metro,130,0
R0_metro,131,0
R0_metro,132,0
R0_metro,133,0
R0_metro,134,0
R0_metro,135,0
R0_metro,136,0
R0_metro,137,0
R0_metro,138,0
R0_metro,139,5
R0_metro,140,12
R0_metro,141,9
R0_metro,142,3
R0_metro,143,0
R0_metro,144,0
R0_metro,145,0
R0_metro,146,0
R0_metro,147,0
R0_metro,148,0
R0_metro,149,1
R0_metro,150,7
R0_metro,151,10
R0_metro,152,10
R0_metro,153,13
R0_metro,154,14
R0_metro,155,22
R0_metro,156,1
R1_nw,0,0
R1_nw,1,0
R1_nw,2,0
R1_nw,3,0
R1_nw,4,0
