region,week,cases
R0_metro,0,28
R0_metro,1,73
R0_metro,2,92
R0_metro,3,122
R0_metro,4,155
R0_metro,5,145
R0_metro,6,166
R0_metro,7,140
R0_metro,8,150
R0_metro,9,186
R0_metro,10,174
R0_metro,11,237
R0_metro,12,230
R0_metro,13,230
R0_metro,14,267
R0_metro,15,328
R0_metro,16,334
R0_metro,17,361
R0_metro,18,347
R0_metro,19,378
R0_metro,20,388
R0_metro,21,445
R0_metro,22,394
R0_metro,23,401
R0_metro,24,423
R0_metro,25,401
R0_metro,26,410
R0_metro,27,364
R0_metro,28,351
R0_metro,29,333
R0_metro,30,315
R0_metro,31,260
R0_metro,32,223
R0_metro,33,230
R0_metro,34,186
R0_metro,35,170
R0_metro,36,154
R0_metro,37,163
R0_metro,38,189
R0_metro,39,168
R0_metro,40,140
R0_metro,41,165
R0_metro,42,146
R0_metro,43,169
R0_metro,44,207
R0_metro,45,208
R0_metro,46,167
R0_metro,47,185
R0_metro,48,165
R0_metro,49,163
R0_metro,50,159
R0_metro,51,233
R0_metro,52,207
R0_metro,53,179
R0_metro,54,216
R0_metro,55,235
R0_metro,56,197
R0_metro,57,244
R0_metro,58,270
R0_metro,59,300
R0_metro,60,300
R0_metro,61,298
R0_metro,62,319
R0_metro,63,349
R0_metro,64,410
R0_metro,65,426
R0_metro,66,464
R0_metro,67,429
R0_metro,68,436
R0_metro,69,429
R0_metro,70,500
R0_metro,71,460
R0_metro,72,451
R0_metro,73,384
R0_metro,74,345
R0_metro,75,388
R0_metro,76,357
R0_metro,77,337
R0_metro,78,321
R0_metro,79,324
R0_metro,80,348
R0_metro,81,317
R0_metro,82,295
R0_metro,83,267
R0_metro,84,253
R0_metro,85,245
R0_metro,86,228
R0_metro,87,192
R0_metro,88,141
R0_metro,89,121
R0_metro,90,109
R0_metro,91,78
R0_metro,92,90
R0_metro,93,114
R0_metro,94,138
R0_metro,95,173
R0_metro,96,164
R0_metro,97,98
R0_metro,98,105
R0_metro,99,117
R0_metro,100,118
R0_metro,101,118
R0_metro,102,146
R0_metro,103,149
R0_metro,104,146
R0_metro,105,154
R0_metro,106,165
R0_metro,107,188
R0_metro,108,189
R0_metro,109,282
R0_metro,110,368
R0_metro,111,349
R0_metro,112,347
R0_metro,113,324
R0_metro,114,406
R0_metro,115,411
R0_metro,116,419
R0_metro,117,374
R0_metro,118,334
R0_metro,119,365
R0_metro,120,412
R0_metro,121,457
R0_metro,122,448
R0_metro,123,400
R0_metro,124,403
R0_metro,125,361
R0_metro,126,405
R0_metro,127,382
R0_metro,128,295
R0_metro,129,295
R0_metro,130,295
R0_metro,131,330
R0_metro,132,326
R0_metro,133,357
R0_metro,134,390
R0_metro,135,344
R0_metro,136,311
R0_metro,137,307
R0_metro,138,237
R0_metro,139,158
R0_metro,140,182
R0_metro,141,163
R0_metro,142,119
R0_metro,143,150
R0_metro,144,172
R0_metro,145,169
R0_metro,146,158
R0_metro,147,121
R0_metro,148,157
R0_metro,149,176
R0_metro,150,141
R0_metro,151,125
R0_metro,152,189
R0_metro,153,199
R0_metro,154,207
R0_metro,155,251
R0_metro,156,119
R1_nw,0,0
R1_nw,1,0
R1_nw,2,0
R1_nw,3,4
R1_nw,4,9
R1_nw,5,4
R1_nw,6,9
R1_nw,7,29
R1_nw,8,15
R1_nw,9,27
R1_nw,10,35
R1_nw,11,48
R1_nw,12,42
R1_nw,13,30
R1_nw,14,17
R1_nw,15,26
R1_nw,16,22
R1_nw,17,28
R1_nw,18,28
R1_nw,19,34
R1_nw,20,59
R1_nw,21,66
R1_nw,22,48
R1_nw,23,47
R1_nw,24,65
R1_nw,25,57
R1_nw,26,41
R1_nw,27,30
R1_nw,28,23
R1_nw,29,25
R1_nw,30,29
R1_nw,31,38
R1_nw,32,46
R1_nw,33,48
R1_nw,34,33
R1_nw,35,26
R1_nw,36,9
R1_nw,37,6
R1_nw,38,6
R1_nw,39,0
R1_nw,40,4
R1_nw,41,6
R1_nw,42,0
R1_nw,43,4
R1_nw,44,27
R1_nw,45,37
R1_nw,46,38
R1_nw,47,53
R1_nw,48,56
R1_nw,49,21
R1_nw,50,27
R1_nw,51,24
R1_nw,52,28
R1_nw,53,25
R1_nw,54,10
R1_nw,55,9
R1_nw,56,2
R1_nw,57,5
R1_nw,58,3
R1_nw,59,13
R1_nw,60,32
R1_nw,61,36
R1_nw,62,47
R1_nw,63,54
R1_nw,64,53
R1_nw,65,59
R1_nw,66,53
R1_nw,67,57
R1_nw,68,35
R1_nw,69,33
R1_nw,70,11
R1_nw,71,13
R1_nw,72,21
R1_nw,73,21
R1_nw,74,31
R1_nw,75,45
R1_nw,76,44
R1_nw,77,21
R1_nw,78,27
R1_nw,79,13
R1_nw,80,10
R1_nw,81,6
R1_nw,82,5
R1_nw,83,11
R1_nw,84,10
R1_nw,85,3
R1_nw,86,10
R1_nw,87,18
R1_nw,88,2
R1_nw,89,0
R1_nw,90,0
R1_nw,91,0
R1_nw,92,0
R1_nw,93,8
R1_nw,94,14
R1_nw,95,18
R1_nw,96,17
R1_nw,97,12
R1_nw,98,7
R1_nw,99,18
R1_nw,100,27
R1_nw,101,17
R1_nw,102,18
R1_nw,103,21
R1_nw,104,44
R1_nw,105,45
R1_nw,106,51
R1_nw,107,58
R1_nw,108,62
R1_nw,109,55
R1_nw,110,64
R1_nw,111,57
R1_nw,112,40
R1_nw,113,43
R1_nw,114,64
R1_nw,115,78
R1_nw,116,77
R1_nw,117,84
R1_nw,118,65
R1_nw,119,108
R1_nw,120,101
R1_nw,121,107
R1_nw,122,103
R1_nw,123,114
R1_nw,124,87
R1_nw,125,77
R1_nw,126,48
R1_nw,127,35
R1_nw,128,9
R1_nw,129,16
R1_nw,130,24
R1_nw,131,14
R1_nw,132,16
R1_nw,133,30
R1_nw,134,19
R1_nw,135,26
R1_nw,136,30
R1_nw,137,41
R1_nw,138,48
R1_nw,139,48
R1_nw,140,67
R1_nw,141,73
R1_nw,142,44
R1_nw,143,9
R1_nw,144,18
R1_nw,145,34
R1_nw,146,28
R1_nw,147,41
R1_nw,148,15
R1_nw,149,13
R1_nw,150,8
R1_nw,151,9
R1_nw,152,4
R1_nw,153,12
R1_nw,154,14
R1_nw,155,25
R1_nw,156,18
R2_ne,0,0
R2_ne,1,0
R2_ne,2,0
R2_ne,3,0
R2_ne,4,0
R2_ne,5,17
R2_ne,6,21
R2_ne,7,11
R2_ne,8,19
R2_ne,9,7
R2_ne,10,21
R2_ne,11,30
R2_ne,12,60
R2_ne,13,66
R2_ne,14,76
R2_ne,15,68
R2_ne,16,91
R2_ne,17,55
R2_ne,18,41
R2_ne,19,38
R2_ne,20,37
R2_ne,21,21
R2_ne,22,6
R2_ne,23,14
R2_ne,24,13
R2_ne,25,16
R2_ne,26,6
R2_ne,27,9
R2_ne,28,14
R2_ne,29,12
R2_ne,30,13
R2_ne,31,38
R2_ne,32,31
R2_ne,33,22
R2_ne,34,27
R2_ne,35,33
R2_ne,36,43
R2_ne,37,34
R2_ne,38,57
R2_ne,39,50
R2_ne,40,44
R2_ne,41,34
R2_ne,42,22
R2_ne,43,41
R2_ne,44,35
R2_ne,45,31
R2_ne,46,30
R2_ne,47,9
R2_ne,48,21
R2_ne,49,28
R2_ne,50,36
R2_ne,51,12
R2_ne,52,16
R2_ne,53,16
R2_ne,54,14
R2_ne,55,13
R2_ne,56,23
R2_ne,57,16
R2_ne,58,23
R2_ne,59,17
R2_ne,60,11
R2_ne,61,17
R2_ne,62,38
R2_ne,63,37
R2_ne,64,32
R2_ne,65,41
R2_ne,66,42
R2_ne,67,57
R2_ne,68,60
R2_ne,69,48
R2_ne,70,45
R2_ne,71,51
R2_ne,72,28
R2_ne,73,24
R2_ne,74,19
R2_ne,75,8
R2_ne,76,7
R2_ne,77,8
R2_ne,78,13
R2_ne,79,6
R2_ne,80,16
R2_ne,81,2
R2_ne,82,1
R2_ne,83,10
R2_ne,84,17
R2_ne,85,19
R2_ne,86,23
R2_ne,87,26
R2_ne,88,8
R2_ne,89,11
R2_ne,90,13
R2_ne,91,17
R2_ne,92,35
R2_ne,93,48
R2_ne,94,38
R2_ne,95,11
R2_ne,96,6
R2_ne,97,5
R2_ne,98,6
R2_ne,99,5
R2_ne,100,16
R2_ne,101,27
R2_ne,102,33
R2_ne,103,41
R2_ne,104,49
R2_ne,105,53
R2_ne,106,26
R2_ne,107,15
R2_ne,108,30
R2_ne,109,40
R2_ne,110,30
R2_ne,111,36
R2_ne,112,50
R2_ne,113,29
R2_ne,114,37
R2_ne,115,35
R2_ne,116,26
R2_ne,117,19
R2_ne,118,36
R2_ne,119,27
R2_ne,120,27
R2_ne,121,61
R2_ne,122,51
R2_ne,123,26
R2_ne,124,33
R2_ne,125,35
R2_ne,126,42
R2_ne,127,56
R2_ne,128,71
R2_ne,129,64
R2_ne,130,87
R2_ne,131,74
R2_ne,132,111
R2_ne,133,61
R2_ne,134,55
R2_ne,135,34
R2_ne,136,39
R2_ne,137,38
R2_ne,138,34
R2_ne,139,33
R2_ne,140,39
R2_ne,141,18
R2_ne,142,32
R2_ne,143,24
R2_ne,144,36
R2_ne,145,11
R2_ne,146,17
R2_ne,147,3
R2_ne,148,6
R2_ne,149,9
R2_ne,150,14
R2_ne,151,6
R2_ne,152,8
R2_ne,153,24
R2_ne,154,48
R2_ne,155,54
R2_ne,156,25
R3_sw,0,0
R3_sw,1,0
R3_sw,2,0
R3_sw,3,2
R3_sw,4,8
R3_sw,5,15
R3_sw,6,24
R3_sw,7,26
R3_sw,8,14
R3_sw,9,30
R3_sw,10,27
R3_sw,11,26
R3_sw,12,27
R3_sw,13,31
R3_sw,14,36
R3_sw,15,39
R3_sw,16,27
R3_sw,17,24
R3_sw,18,36
R3_sw,19,36
R3_sw,20,30
R3_sw,21,36
R3_sw,22,64
R3_sw,23,69
R3_sw,24,48
R3_sw,25,38
R3_sw,26,29
R3_sw,27,28
R3_sw,28,47
R3_sw,29,24
R3_sw,30,10
R3_sw,31,17
R3_sw,32,33
R3_sw,33,23
R3_sw,34,12
R3_sw,35,13
R3_sw,36,15
R3_sw,37,11
R3_sw,38,18
R3_sw,39,8
R3_sw,40,11
R3_sw,41,24
R3_sw,42,24
R3_sw,43,29
R3_sw,44,54
R3_sw,45,38
R3_sw,46,19
R3_sw,47,22
R3_sw,48,15
R3_sw,49,25
R3_sw,50,18
R3_sw,51,30
R3_sw,52,50
R3_sw,53,36
R3_sw,54,47
R3_sw,55,70
R3_sw,56,93
R3_sw,57,54
R3_sw,58,48
R3_sw,59,42
R3_sw,60,29
R3_sw,61,29
R3_sw,62,13
R3_sw,63,20
R3_sw,64,24
R3_sw,65,22
R3_sw,66,55
R3_sw,67,55
R3_sw,68,55
R3_sw,69,53
R3_sw,70,49
R3_sw,71,51
R3_sw,72,70
R3_sw,73,63
R3_sw,74,64
R3_sw,75,73
R3_sw,76,49
R3_sw,77,30
R3_sw,78,24
R3_sw,79,16
R3_sw,80,17
R3_sw,81,18
R3_sw,82,29
R3_sw,83,49
R3_sw,84,14
R3_sw,85,12
R3_sw,86,11
R3_sw,87,15
R3_sw,88,12
R3_sw,89,4
R3_sw,90,17
R3_sw,91,20
R3_sw,92,12
R3_sw,93,7
R3_sw,94,4
R3_sw,95,12
R3_sw,96,10
R3_sw,97,25
R3_sw,98,10
R3_sw,99,24
R3_sw,100,22
R3_sw,101,19
R3_sw,102,8
R3_sw,103,4
R3_sw,104,14
R3_sw,105,27
R3_sw,106,14
R3_sw,107,18
R3_sw,108,12
R3_sw,109,14
R3_sw,110,6
R3_sw,111,11
R3_sw,112,3
R3_sw,113,0
R3_sw,114,2
R3_sw,115,11
R3_sw,116,15
R3_sw,117,19
R3_sw,118,16
R3_sw,119,9
R3_sw,120,7
